BounceRates,ExitRates,PageValues,Month,VisitorType,Revenue,total_page_view,total_page_duration,Month_Numeric,Length,Recency,Frequency,StayingRate,Cluster
0.042857143,0.1,0.0,May,Returning_Visitor,0,7,24.0,5,5,8,7,0.0,1
0.0,0.026923077,0.0,May,Returning_Visitor,0,26,602.0714286,5,5,8,26,0.0,3
0.0,0.016666667,239.98,May,Returning_Visitor,1,13,303.4,5,5,8,13,235.9803333,2
0.006896552,0.018965517,0.0,May,Returning_Visitor,0,31,516.4761905,5,5,8,31,0.0,3
0.0,0.04,0.0,May,Returning_Visitor,0,5,72.5,5,5,8,5,0.0,1
0.00625,0.036830357,0.0,May,Returning_Visitor,0,35,656.9238095,5,5,8,35,0.0,3
0.017761848,0.04031012,0.0,May,Returning_Visitor,0,82,3400.903571,5,5,8,82,0.0,0
0.009090909,0.024242424,0.0,May,Returning_Visitor,0,11,210.0,5,5,8,11,0.0,1
0.0,0.022222222,0.0,May,New_Visitor,0,10,466.5,5,1,8,10,0.0,2
0.007142857,0.023809524,5.569285714,May,Returning_Visitor,0,30,2815.333333,5,5,8,30,5.436683672,0
0.047619048,0.070138889,0.0,May,Returning_Visitor,0,12,735.0,5,5,8,12,0.0,3
0.033333333,0.052840909,25.61645833,May,Returning_Visitor,0,26,1057.133333,5,5,8,26,24.26286139,2
0.038095238,0.057142857,12.55885714,May,Returning_Visitor,1,22,346.8333333,5,5,8,22,11.84120816,2
0.0,0.005,0.0,May,Returning_Visitor,0,33,633.5,5,5,8,33,0.0,3
0.007692308,0.005128205,0.0,May,Returning_Visitor,0,30,1154.889286,5,5,8,30,0.0,2
0.0,0.003030303,0.0,May,New_Visitor,0,13,324.0,5,1,8,13,0.0,2
0.0,0.054545455,0.0,May,Returning_Visitor,0,11,185.0,5,5,8,11,0.0,1
0.0,0.003846154,0.0,May,Returning_Visitor,0,28,745.1666667,5,5,8,28,0.0,3
0.066666667,0.073333333,0.0,May,Returning_Visitor,0,15,183.8333333,5,5,8,15,0.0,1
0.008878505,0.017232253,0.0,May,Returning_Visitor,0,108,5826.788274,5,5,8,108,0.0,0
0.0,0.04,0.0,May,Returning_Visitor,0,5,17.0,5,5,8,5,0.0,1
0.0,0.036363636,26.22981818,May,Returning_Visitor,1,13,1230.0,5,5,8,13,25.27600662,2
0.0,0.002325581,80.04344186,May,Returning_Visitor,1,44,1357.666667,5,5,8,44,79.85729435,2
0.0,0.1,0.0,May,Returning_Visitor,0,1,24.0,5,5,8,1,0.0,1
0.0,0.022222222,0.0,May,Returning_Visitor,0,26,1026.75,5,5,8,26,0.0,2
0.0,0.014285714,39.27145714,May,Returning_Visitor,1,37,2144.928571,5,5,8,37,38.71043633,3
0.05,0.066666667,0.0,May,Returning_Visitor,0,4,118.0,5,5,8,4,0.0,1
0.022222222,0.066666667,0.0,May,Returning_Visitor,0,9,167.0,5,5,8,9,0.0,1
0.066666667,0.1,0.0,May,Returning_Visitor,0,3,35.0,5,5,8,3,0.0,1
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.1,0.15,0.0,May,Returning_Visitor,0,4,57.0,5,5,8,4,0.0,1
0.0,0.014285714,0.0,May,Returning_Visitor,0,50,1052.568687,5,5,8,50,0.0,2
0.014285714,0.028571429,0.0,May,Returning_Visitor,0,13,784.5,5,5,8,13,0.0,3
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.12,0.16,0.0,May,Returning_Visitor,0,5,25.0,5,5,8,5,0.0,1
0.025147059,0.029877803,0.0,May,Returning_Visitor,0,73,2435.23718,5,5,8,73,0.0,0
0.0,0.01,0.0,May,New_Visitor,0,10,154.5,5,1,8,10,0.0,1
0.0,0.0125,0.0,May,Returning_Visitor,0,8,118.0,5,5,8,8,0.0,1
0.0,0.031196581,8.781144231,May,Returning_Visitor,0,55,889.6492979,5,5,8,55,8.507202554,3
0.022222222,0.047619048,0.0,May,Returning_Visitor,0,9,138.5,5,5,8,9,0.0,1
0.004444444,0.011333333,2.967493333,May,New_Visitor,0,48,1605.483334,5,1,8,48,2.933861743,0
0.00952381,0.016825397,17.39171429,May,Returning_Visitor,1,28,648.2222222,5,5,8,28,17.09909179,3
0.042553191,0.051999065,0.0,May,Returning_Visitor,0,47,778.7619048,5,5,8,47,0.0,3
0.011111111,0.03,0.0,May,Returning_Visitor,0,18,495.0,5,5,8,18,0.0,3
0.04375,0.075277778,0.0,May,Returning_Visitor,0,24,534.05,5,5,8,24,0.0,3
0.004,0.008666667,41.86896,May,Returning_Visitor,1,26,1242.9,5,5,8,26,41.50609567,2
0.0125,0.028645833,0.0,May,Returning_Visitor,0,36,1192.833333,5,5,8,36,0.0,2
0.0,0.018181818,0.0,May,New_Visitor,0,14,653.4166667,5,1,8,14,0.0,3
0.002692308,0.013849519,2.917518089,May,Returning_Visitor,0,178,7597.177856,5,5,8,178,2.877111867,0
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.0,0.016666667,0.0,May,Returning_Visitor,0,9,1950.0,5,5,8,9,0.0,3
0.04,0.08,0.0,May,Returning_Visitor,0,5,28.33333333,5,5,8,5,0.0,1
0.0,0.066666667,0.0,May,New_Visitor,0,3,65.0,5,1,8,3,0.0,1
0.0,0.010526316,0.0,May,Returning_Visitor,0,19,283.5,5,5,8,19,0.0,2
0.0,0.001915584,0.0,May,New_Visitor,0,95,2812.833333,5,1,8,95,0.0,0
0.014705882,0.01806184,0.0,May,Returning_Visitor,0,35,1171.84697,5,5,8,35,0.0,2
0.0,0.004005848,60.43385263,May,Returning_Visitor,1,121,2748.422727,5,5,8,121,60.1917638,0
0.024074074,0.048765432,0.0,May,Returning_Visitor,0,30,1729.4,5,5,8,30,0.0,0
0.034782609,0.054710145,0.0,May,Returning_Visitor,0,46,2213.366667,5,5,8,46,0.0,3
0.2,0.2,0.0,May,Returning_Visitor,0,2,0.0,5,5,8,2,0.0,1
0.009090909,0.006060606,0.0,May,New_Visitor,0,26,836.5833333,5,1,8,26,0.0,3
0.004819277,0.019399025,10.67331708,May,Returning_Visitor,0,91,3488.110074,5,5,8,91,10.46626514,0
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.0,0.008695652,32.80852174,May,New_Visitor,1,25,1557.5,5,1,8,25,32.52323025,0
0.0,0.003846154,0.0,May,New_Visitor,0,32,2626.0,5,1,8,32,0.0,0
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.0,0.018181818,0.0,May,Returning_Visitor,0,11,304.0,5,5,8,11,0.0,2
0.0,0.007407407,0.0,May,Returning_Visitor,0,28,329.5833333,5,5,8,28,0.0,2
0.013953488,0.026830934,0.0,May,Returning_Visitor,0,86,1699.666667,5,5,8,86,0.0,0
0.0,0.025,0.0,May,New_Visitor,0,5,494.0,5,1,8,5,0.0,3
0.006153846,0.015128205,0.0,May,Returning_Visitor,0,65,4846.925,5,5,8,65,0.0,0
0.004861111,0.015244789,0.0,May,Returning_Visitor,0,112,3864.138116,5,5,8,112,0.0,0
0.0,0.05,0.0,May,Returning_Visitor,0,2,20.0,5,5,8,2,0.0,1
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.083333333,0.105555556,0.0,May,Returning_Visitor,0,6,245.0,5,5,8,6,0.0,2
0.0,0.1,0.0,May,Returning_Visitor,0,1,504.0,5,5,8,1,0.0,3
0.011764706,0.023529412,60.34235294,May,Returning_Visitor,1,20,1339.333333,5,5,8,20,58.92253286,2
0.004166667,0.019960276,0.0,May,Returning_Visitor,0,130,6353.656349,5,5,8,130,0.0,0
0.0,0.001273148,0.0,May,Returning_Visitor,0,40,843.678355,5,5,8,40,0.0,3
0.2,0.2,0.0,May,Returning_Visitor,0,0,0.0,5,5,8,0,0.0,3
0.007407407,0.012345679,0.0,May,Returning_Visitor,0,32,587.0,5,5,8,32,0.0,3
0.0,0.015686275,0.0,May,Returning_Visitor,0,19,648.3333333,5,5,8,19,0.0,3
0.0,0.00625,115.48625,May,Returning_Visitor,1,16,520.75,5,5,8,16,114.7644609,3
0.015,0.029405769,13.77355814,May,Returning_Visitor,0,90,2702.195238,5,5,8,90,13.36853607,0
0.0,0.083333333,0.0,May,Returning_Visitor,0,4,72.66666667,5,5,8,4,0.0,1
0.0,0.015306122,25.41321429,May,Returning_Visitor,1,30,1489.333333,5,5,8,30,25.02423653,2
0.0,0.022222222,51.176,May,Returning_Visitor,1,10,342.1666667,5,5,8,10,50.03875557,2
0.005714286,0.027420635,7.530107143,May,Returning_Visitor,0,88,1285.418903,5,5,8,88,7.323626824,2
0.0,0.016666667,0.0,May,Returning_Visitor,0,5,183.1666667,5,5,8,5,0.0,1
0.0,0.000409836,0.0,May,New_Visitor,0,63,2239.214286,5,1,8,63,0.0,3
0.018258179,0.044962458,0.0,May,Returning_Visitor,0,79,3129.393438,5,5,8,79,0.0,0
0.018181818,0.024242424,0.0,May,Returning_Visitor,0,11,751.5,5,5,8,11,0.0,3
0.005420054,0.006678351,119.6414737,May,Returning_Visitor,0,121,2972.027764,5,5,8,121,118.8424659,0
0.015384615,0.034615385,0.0,May,Returning_Visitor,0,13,338.8333333,5,5,8,13,0.0,2
0.0,0.001851852,12.8915,May,New_Visitor,1,118,3209.987518,5,1,8,118,12.86762685,0
0.003773585,0.016163522,0.0,May,Returning_Visitor,0,57,2204.310606,5,5,8,57,0.0,3
0.04,0.055,0.0,May,Returning_Visitor,0,10,481.3333333,5,5,8,10,0.0,2
0.0,0.0125,0.0,May,New_Visitor,0,12,157.0,5,1,8,12,0.0,1
0.003636364,0.02,3.490036364,May,Returning_Visitor,0,58,1738.133333,5,5,8,58,3.420235637,0
0.0,0.010985222,45.69873563,May,Returning_Visitor,0,31,1041.75,5,5,8,31,45.19672487,2
0.0,0.004545455,0.0,May,Returning_Visitor,0,12,418.3333333,5,5,8,12,0.0,2
0.0,0.033333333,0.0,May,Returning_Visitor,0,12,1111.0,5,5,8,12,0.0,2
0.0,0.05,0.0,May,Returning_Visitor,0,4,536.5,5,5,8,4,0.0,3
0.004301075,0.020286738,3.322666667,May,Returning_Visitor,0,35,477.6166667,5,5,8,35,3.255260599,2
0.1,0.166666667,0.0,May,Returning_Visitor,0,3,5.0,5,5,8,3,0.0,1
0.000766284,0.005632184,0.0,May,Returning_Visitor,0,89,2923.241835,5,5,8,89,0.0,0
0.0,0.021904762,0.0,May,Returning_Visitor,0,15,450.2,5,5,8,15,0.0,2
0.009090909,0.017682257,8.960896465,May,Returning_Visitor,0,135,2959.558333,5,5,8,135,8.802447591,0
0.005479452,0.027146119,0.0,May,Returning_Visitor,0,77,1995.704762,5,5,8,77,0.0,3
0.0,0.00617284,0.0,May,Returning_Visitor,0,38,938.2277778,5,5,8,38,0.0,3
0.0,0.030666667,0.0,May,Returning_Visitor,0,25,1320.5,5,5,8,25,0.0,2
0.0,0.010454545,23.62159091,May,Returning_Visitor,1,22,1486.004902,5,5,8,22,23.37463792,2
0.0,0.011111111,36.65444444,May,New_Visitor,1,19,633.0,5,1,8,19,36.24717284,3
0.003508772,0.029239766,5.304,May,Returning_Visitor,0,61,1028.916667,5,5,8,61,5.148912281,2
0.027777778,0.062962963,0.0,May,Returning_Visitor,0,18,977.0,5,5,8,18,0.0,0
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.025,0.075,0.0,May,Returning_Visitor,0,9,174.0,5,5,8,9,0.0,1
0.133333333,0.122222222,0.0,May,Returning_Visitor,0,6,25.0,5,5,8,6,0.0,1
0.008,0.028,1.84752,May,Returning_Visitor,0,27,940.3333333,5,5,8,27,1.79578944,3
0.01372549,0.070490196,4.279294118,May,Returning_Visitor,0,35,3372.595238,5,5,8,35,3.977645837,0
0.0,0.014808078,0.0,May,Returning_Visitor,0,78,4315.433242,5,5,8,78,0.0,0
0.023529412,0.041176471,0.0,May,Returning_Visitor,0,18,1906.5,5,5,8,18,0.0,0
0.066666667,0.083333333,0.0,May,Returning_Visitor,0,7,65.0,5,5,8,7,0.0,1
0.022222222,0.044444444,0.0,May,Returning_Visitor,0,20,457.5833333,5,5,8,20,0.0,2
0.0,0.017142857,0.0,May,Returning_Visitor,0,35,2096.5,5,5,8,35,0.0,3
0.018518519,0.044312169,0.0,May,Returning_Visitor,0,38,2211.972222,5,5,8,38,0.0,3
0.0,0.017959184,0.0,May,Returning_Visitor,0,38,1074.166667,5,5,8,38,0.0,2
0.000757576,0.019480519,0.0,May,Returning_Visitor,0,48,3513.066667,5,5,8,48,0.0,0
0.0,0.008333333,0.0,May,New_Visitor,0,12,458.1666667,5,1,8,12,0.0,2
0.0125,0.029166667,0.0,May,Returning_Visitor,0,19,309.2333333,5,5,8,19,0.0,2
0.0,0.033333333,0.0,May,Returning_Visitor,0,15,1682.0,5,5,8,15,0.0,0
0.0,0.015277778,34.26077778,May,Returning_Visitor,1,13,1140.333333,5,5,8,13,33.73734922,2
0.0,0.066666667,0.0,May,Returning_Visitor,0,6,161.0,5,5,8,6,0.0,1
0.0,0.012820513,0.0,May,Returning_Visitor,0,39,2643.333333,5,5,8,39,0.0,0
0.0,0.011111111,0.0,May,Returning_Visitor,0,13,748.0,5,5,8,13,0.0,3
0.014814815,0.02628108,2.0905,May,Returning_Visitor,0,55,3337.516667,5,5,8,55,2.035559402,0
0.0,0.04,0.0,May,Returning_Visitor,0,5,108.0,5,5,8,5,0.0,1
0.0,0.017931489,0.0,May,Returning_Visitor,0,49,2362.174592,5,5,8,49,0.0,0
0.0,0.005454545,0.0,May,Returning_Visitor,0,23,255.6388889,5,5,8,23,0.0,2
0.005,0.0175,23.4154,May,Returning_Visitor,0,65,2111.602381,5,5,8,65,23.0056305,3
0.0,0.01875,0.0,May,Returning_Visitor,0,8,202.3333333,5,5,8,8,0.0,1
0.048888889,0.072,0.0,May,Returning_Visitor,0,15,239.0,5,5,8,15,0.0,2
0.0,0.015873016,0.0,May,Returning_Visitor,0,30,427.1666667,5,5,8,30,0.0,2
0.025,0.0375,0.0,May,Returning_Visitor,0,16,79.0,5,5,8,16,0.0,1
0.021112782,0.034077383,0.0,May,Returning_Visitor,0,94,4325.737073,5,5,8,94,0.0,0
0.0,0.011685393,0.0,May,Returning_Visitor,0,92,2232.083333,5,5,8,92,0.0,3
0.0,0.1,0.0,May,Returning_Visitor,0,2,149.0,5,5,8,2,0.0,1
0.0,0.015384615,0.0,May,Returning_Visitor,0,15,894.0,5,5,8,15,0.0,3
0.041666667,0.071296296,0.0,May,Returning_Visitor,0,36,925.8333333,5,5,8,36,0.0,3
0.0,0.075,0.0,May,Returning_Visitor,0,4,50.0,5,5,8,4,0.0,1
0.0,0.066666667,0.0,May,Returning_Visitor,0,3,91.0,5,5,8,3,0.0,1
0.011149826,0.02195122,6.072158537,May,Returning_Visitor,0,47,1054.56188,5,5,8,47,5.938867249,2
0.0,0.008333333,0.0,May,Returning_Visitor,0,9,196.5,5,5,8,9,0.0,1
0.066666667,0.114814815,0.0,May,Returning_Visitor,0,20,275.6666667,5,5,8,20,0.0,2
0.002528736,0.008376076,0.0,May,Returning_Visitor,0,89,5044.75689,5,5,8,89,0.0,0
0.0,0.08,0.0,May,Returning_Visitor,0,5,691.0,5,5,8,5,0.0,3
0.2,0.2,0.0,May,Returning_Visitor,0,2,0.0,5,5,8,2,0.0,1
0.003418803,0.011870845,49.95438177,May,Returning_Visitor,0,121,1630.866667,5,5,8,121,49.36138105,0
0.015909091,0.053636364,0.0,May,Returning_Visitor,0,44,1369.984848,5,5,8,44,0.0,2
0.0175,0.02575,24.61425,May,Returning_Visitor,0,45,2492.433333,5,5,8,45,23.98043306,0
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.066459627,0.102717391,0.0,May,Returning_Visitor,0,23,1134.5,5,5,8,23,0.0,2
0.0,0.007715618,98.04262564,May,Returning_Visitor,0,68,2961.15,5,5,8,68,97.28616619,0
0.0,0.022222222,0.0,May,Returning_Visitor,0,11,297.25,5,5,8,11,0.0,2
0.014814815,0.022222222,0.0,May,Returning_Visitor,0,27,352.0833333,5,5,8,27,0.0,2
0.0,0.05,0.0,May,Returning_Visitor,0,4,26.0,5,5,8,4,0.0,1
0.0,0.013809524,0.0,May,Returning_Visitor,0,16,1513.666667,5,5,8,16,0.0,2
0.010714286,0.01668402,0.0,May,Returning_Visitor,0,88,1337.599635,5,5,8,88,0.0,2
0.016666667,0.040740741,0.0,May,Returning_Visitor,0,18,1360.5,5,5,8,18,0.0,2
0.0,0.016666667,0.0,May,Returning_Visitor,0,6,156.0,5,5,8,6,0.0,1
0.010119048,0.013333333,0.0,May,Returning_Visitor,0,49,2147.683333,5,5,8,49,0.0,3
0.0,0.020779221,0.0,May,Returning_Visitor,0,10,133.8333333,5,5,8,10,0.0,1
0.066666667,0.1,0.0,May,Returning_Visitor,0,5,36.0,5,5,8,5,0.0,1
0.006451613,0.02516129,15.51193548,May,Returning_Visitor,1,32,1439.5,5,5,8,32,15.12163517,2
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.0,0.016666667,26.8752,May,Returning_Visitor,0,23,1299.5,5,5,8,23,26.42727999,2
0.018392857,0.041198413,0.0,May,Returning_Visitor,0,40,1090.566667,5,5,8,40,0.0,2
0.2,0.2,0.0,May,Returning_Visitor,0,2,0.0,5,5,8,2,0.0,1
0.018181818,0.018181818,0.0,May,Returning_Visitor,0,15,207.0,5,5,8,15,0.0,1
0.0,0.025,0.0,May,Returning_Visitor,0,8,463.0,5,5,8,8,0.0,2
0.05,0.055555556,0.0,May,Returning_Visitor,0,13,626.5,5,5,8,13,0.0,3
0.0,0.019047619,0.0,May,Returning_Visitor,0,42,840.8333333,5,5,8,42,0.0,3
0.0,0.009929078,30.66624113,May,Returning_Visitor,1,52,1070.448169,5,5,8,52,30.36175363,2
0.007142857,0.066190476,0.0,May,Returning_Visitor,0,7,76.5,5,5,8,7,0.0,1
0.085714286,0.092857143,0.0,May,Returning_Visitor,0,7,104.3333333,5,5,8,7,0.0,1
0.0,0.006666667,0.0,May,Returning_Visitor,0,32,561.5,5,5,8,32,0.0,3
0.022222222,0.008888889,0.0,May,Returning_Visitor,0,12,371.1666667,5,5,8,12,0.0,2
0.0125,0.0375,0.0,May,Returning_Visitor,0,8,203.0,5,5,8,8,0.0,1
0.011111111,0.033333333,0.0,May,Returning_Visitor,0,20,869.8,5,5,8,20,0.0,3
0.0,0.033333333,0.0,May,Returning_Visitor,0,7,109.5,5,5,8,7,0.0,1
0.007142857,0.044642857,0.0,May,Returning_Visitor,0,57,980.8333333,5,5,8,57,0.0,3
0.004545455,0.027727273,0.0,May,Returning_Visitor,0,45,1438.722222,5,5,8,45,0.0,2
0.0,0.018181818,0.0,May,Returning_Visitor,0,13,463.6666667,5,5,8,13,0.0,2
0.025,0.0375,0.0,May,Returning_Visitor,0,8,185.5,5,5,8,8,0.0,1
0.0,0.08,0.0,May,Returning_Visitor,0,5,74.0,5,5,8,5,0.0,1
0.0,0.028205128,0.0,May,Returning_Visitor,0,13,421.1666667,5,5,8,13,0.0,2
0.0,0.033333333,58.488,May,Returning_Visitor,1,7,578.2,5,5,8,7,56.53840002,3
0.004347826,0.015855776,2.321101087,May,Returning_Visitor,0,141,7434.383058,5,5,8,141,2.284298228,0
0.0,0.022222222,0.0,May,Returning_Visitor,0,12,610.6666667,5,5,8,12,0.0,3
0.0,0.00995086,0.0,May,Returning_Visitor,0,38,1806.416667,5,5,8,38,0.0,0
0.003030303,0.051515152,0.0,May,Returning_Visitor,0,22,2464.9,5,5,8,22,0.0,0
0.0,0.028571429,58.788,May,New_Visitor,1,8,240.0,5,1,8,8,57.10834283,1
0.038654646,0.064680923,0.0,May,Returning_Visitor,0,104,5598.967105,5,5,8,104,0.0,0
0.0,0.037647059,0.0,May,Returning_Visitor,0,17,343.4166667,5,5,8,17,0.0,2
0.04,0.04,0.0,May,New_Visitor,0,11,1295.5,5,1,8,11,0.0,2
0.0,0.025925926,0.0,May,Returning_Visitor,0,9,288.0,5,5,8,9,0.0,2
0.0,0.015384615,124.032,May,New_Visitor,1,14,354.25,5,1,8,14,122.1238154,2
0.0,0.005,0.0,May,Returning_Visitor,0,11,227.6666667,5,5,8,11,0.0,2
0.066666667,0.133333333,0.0,May,Returning_Visitor,0,3,15.0,5,5,8,3,0.0,1
0.0,0.022222222,18.65333333,May,Returning_Visitor,1,10,487.0,5,5,8,10,18.23881482,2
0.007526882,0.012156298,3.97647235,May,Returning_Visitor,0,64,2259.59359,5,5,8,64,3.928133167,3
0.0,0.0125,0.0,May,Returning_Visitor,0,8,166.25,5,5,8,8,0.0,1
0.0,0.011688312,0.0,May,Returning_Visitor,0,12,588.0,5,5,8,12,0.0,3
0.0,0.008333333,0.0,May,New_Visitor,0,13,394.5,5,1,8,13,0.0,2
0.0,0.05,0.0,May,Returning_Visitor,0,2,130.0,5,5,8,2,0.0,1
0.007142857,0.028571429,0.0,May,Returning_Visitor,0,32,355.35,5,5,8,32,0.0,2
0.0,0.05,0.0,May,Returning_Visitor,0,4,40.5,5,5,8,4,0.0,1
0.007258065,0.030060764,0.0,May,Returning_Visitor,0,64,3153.01227,5,5,8,64,0.0,0
0.008333333,0.028125,0.0,May,Returning_Visitor,0,48,2347.666667,5,5,8,48,0.0,3
0.2,0.2,0.0,May,Returning_Visitor,0,2,0.0,5,5,8,2,0.0,1
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.0,0.005882353,0.0,May,New_Visitor,0,20,928.1666667,5,1,8,20,0.0,3
0.006666667,0.02,0.0,May,Returning_Visitor,0,30,950.8333333,5,5,8,30,0.0,3
0.001111111,0.012301587,7.0182,May,Returning_Visitor,0,46,2377.222222,5,5,8,46,6.931865002,0
0.0125,0.040625,0.0,May,Returning_Visitor,0,16,729.0,5,5,8,16,0.0,3
0.0,0.004166667,0.0,May,New_Visitor,0,18,425.7333334,5,1,8,18,0.0,2
0.0,0.018181818,0.0,May,New_Visitor,0,12,354.0,5,1,8,12,0.0,2
0.0,0.009302326,63.39474419,May,New_Visitor,1,48,2055.866667,5,1,8,48,62.80502561,3
0.0,0.05,0.0,May,Returning_Visitor,0,4,104.0,5,5,8,4,0.0,1
0.0,0.020833333,165.6204667,May,Returning_Visitor,1,27,604.8928571,5,5,8,27,162.1700404,3
0.0,0.017619048,16.07106667,May,Returning_Visitor,1,38,2169.683333,5,5,8,38,15.78790977,3
0.033333333,0.040740741,0.0,May,Returning_Visitor,0,10,424.5,5,5,8,10,0.0,2
0.036,0.059393939,0.0,May,Returning_Visitor,0,25,903.7,5,5,8,25,0.0,3
0.025,0.1,0.0,May,Returning_Visitor,0,5,517.5,5,5,8,5,0.0,3
0.003278689,0.007962529,9.380377049,May,Returning_Visitor,1,62,3287.933333,5,5,8,62,9.305685525,0
0.0,0.009315376,0.0,May,Returning_Visitor,0,29,740.5,5,5,8,29,0.0,3
0.02047619,0.059220779,0.0,May,Returning_Visitor,0,35,4566.238095,5,5,8,35,0.0,0
0.005474453,0.005815392,5.472974626,May,Returning_Visitor,0,141,3513.125899,5,5,8,141,5.441147133,0
0.0,0.05,0.0,May,Returning_Visitor,0,2,55.0,5,5,8,2,0.0,1
0.008474576,0.019322034,0.0,May,Returning_Visitor,0,61,461.2166667,5,5,8,61,0.0,2
0.066666667,0.133333333,0.0,May,Returning_Visitor,0,3,242.0,5,5,8,3,0.0,2
0.0,0.08,0.0,May,Returning_Visitor,0,5,1439.5,5,5,8,5,0.0,2
0.0,0.033333333,0.0,May,Returning_Visitor,0,12,312.6666667,5,5,8,12,0.0,2
0.0,0.0125,0.0,May,Returning_Visitor,0,8,56.33333333,5,5,8,8,0.0,1
0.0,0.013333333,100.7776,May,Returning_Visitor,1,16,739.8833333,5,5,8,16,99.4338987,3
0.007692308,0.025641026,0.0,May,Returning_Visitor,0,15,614.3333333,5,5,8,15,0.0,3
0.008333333,0.0125,0.0,May,Returning_Visitor,0,26,453.230303,5,5,8,26,0.0,2
0.004938272,0.039283154,0.0,May,Returning_Visitor,0,24,485.2839744,5,5,8,24,0.0,2
0.008333333,0.012068881,2.554071429,May,Returning_Visitor,0,88,2929.505839,5,5,8,88,2.523246645,0
0.0,0.003714286,14.75710476,May,Returning_Visitor,1,37,708.7071429,5,5,8,37,14.70229265,3
0.2,0.2,0.0,May,Returning_Visitor,0,2,0.0,5,5,8,2,0.0,1
0.0,0.033333333,0.0,May,Returning_Visitor,0,6,600.0,5,5,8,6,0.0,3
0.0,0.00625,0.0,May,Returning_Visitor,0,8,82.83333333,5,5,8,8,0.0,1
0.002777778,0.009126984,0.0,May,Returning_Visitor,0,39,609.4333334,5,5,8,39,0.0,3
0.066666667,0.075,0.0,May,Returning_Visitor,0,12,462.0,5,5,8,12,0.0,2
0.0,0.009090909,0.0,May,New_Visitor,0,12,272.6666667,5,1,8,12,0.0,2
0.2,0.2,0.0,May,Returning_Visitor,0,1,0.0,5,5,8,1,0.0,3
0.0,0.04,0.0,May,Returning_Visitor,0,5,108.0,5,5,8,5,0.0,1
0.007272727,0.022949495,0.0,May,Returning_Visitor,0,57,4154.041667,5,5,8,57,0.0,0
0.0032,0.018348148,16.16701333,May,Returning_Visitor,0,77,1921.745671,5,5,8,77,15.87037858,3
0.0,0.020512821,0.0,May,Returning_Visitor,0,27,359.0,5,5,8,27,0.0,2
0.0,0.026666667,0.0,May,New_Visitor,0,16,363.5,5,1,8,16,0.0,2
0.0,0.008333333,2.705833333,May,Returning_Visitor,1,24,676.1666667,5,5,8,24,2.683284723,3
0.0,0.035714286,0.0,May,Returning_Visitor,0,22,801.2666667,5,5,8,22,0.0,3
0.035294118,0.064705882,0.0,May,Returning_Visitor,0,36,1433.0,5,5,8,36,0.0,2
0.0,0.033333333,0.0,May,Returning_Visitor,0,6,56.0,5,5,8,6,0.0,1
0.0,0.015555556,11.19189333,May,Returning_Visitor,1,37,2213.9,5,5,8,37,11.01779721,3
0.015517241,0.050862069,8.325206897,May,Returning_Visitor,0,58,2785.166667,5,5,8,58,7.901769649,0
0.0,0.011764706,0.0,May,Returning_Visitor,0,18,297.3,5,5,8,18,0.0,2
0.0,0.027777778,56.32466667,May,Returning_Visitor,1,19,635.6666667,5,5,8,19,54.76009258,3
0.0,0.015384615,57.58892308,May,New_Visitor,1,14,1340.75,5,1,8,14,56.70293967,2
0.043478261,0.073913043,0.0,May,Returning_Visitor,0,23,282.5,5,5,8,23,0.0,2
0.0,0.071428571,0.0,May,Returning_Visitor,0,7,76.0,5,5,8,7,0.0,1
0.0,0.010526316,0.0,May,Returning_Visitor,0,19,477.0,5,5,8,19,0.0,2
0.0,0.025,0.0,May,Returning_Visitor,0,4,464.6666667,5,5,8,4,0.0,2
0.08,0.07,0.0,May,Returning_Visitor,0,5,240.5,5,5,8,5,0.0,2
0.0,0.01,0.0,May,Returning_Visitor,0,24,530.0,5,5,8,24,0.0,3
0.016666667,0.037777778,0.0,May,Returning_Visitor,0,29,608.7738095,5,5,8,29,0.0,3
0.008196721,0.039726776,0.0,May,Returning_Visitor,0,62,2232.45,5,5,8,62,0.0,3
0.0,0.016666667,0.0,May,Returning_Visitor,0,6,154.0,5,5,8,6,0.0,1
0.0,0.033333333,0.0,May,Returning_Visitor,0,2,49.0,5,5,8,2,0.0,1
0.011111111,0.022376543,10.09862222,May,Returning_Visitor,0,58,2392.166667,5,5,8,58,9.872649966,0
0.0,0.001851852,22.12888889,May,Returning_Visitor,1,28,1542.05,5,5,8,28,22.08790946,0
0.04,0.08,0.0,May,Returning_Visitor,0,5,70.0,5,5,8,5,0.0,1
