Dimension 1,Dimension 2
43.076614,-64.67305
-45.972393,54.27416
38.853035,36.345333
14.4858,13.2476425
-5.1471186,-5.0636563
61.690434,34.559128
-2.750353,18.309633
-60.73617,19.22523
1.6754042,-30.933199
-36.256794,-12.259127
-72.57974,-10.039347
7.0576577,-27.93521
40.17357,-23.863594
11.50058,-5.4000354
-46.947674,70.624825
12.1650505,-74.58617
-20.298548,8.048497
4.023141,-53.22427
2.3756154,-30.80173
63.282234,-31.990255
-13.528714,-44.14491
18.298248,9.6441145
-91.474304,-0.6492517
-51.3003,-16.714298
-36.066185,-6.513483
-91.62802,-0.16199888
-98.343216,-4.2434855
-24.801655,20.39479
5.16141,-39.92788
-61.82319,21.04259
-17.995111,46.327507
-46.19164,63.092297
-33.053394,77.344406
13.300701,34.10916
-13.873631,-25.315283
-38.75466,-12.303232
-92.363976,35.929203
-9.828979,-90.3492
-89.02403,37.481823
59.779774,41.80175
-7.845087,27.176619
-62.470844,9.559806
65.043785,-32.222046
-82.04659,40.00717
-86.98431,36.807365
-34.58781,-2.8350973
45.352486,-61.517605
38.548622,6.9607105
37.591553,-40.62056
-52.500347,-65.77493
86.03769,31.340391
37.106987,-52.699966
62.154346,-41.284782
112.48309,7.598991
85.73927,0.9666608
-31.45921,-0.4891324
-23.790106,9.666329
-4.294353,50.106907
64.06507,-23.61204
-50.421654,-64.05839
-6.003204,15.828889
-20.81915,22.688614
4.918847,-58.811565
-8.993776,54.303
-85.769066,38.29735
-29.665901,35.97691
7.106843,-26.769028
-9.443685,65.3163
43.576416,-61.146538
-43.843143,-36.550964
-35.80474,38.401688
-10.500648,-82.943184
-50.421654,-64.05839
41.49231,1.7477245
-76.01509,38.63542
-21.209192,5.833248
-38.076942,35.469444
-31.342932,-0.40665022
54.302727,-61.783436
16.540745,-31.083206
-22.801603,-55.4688
-69.30355,-34.81469
-71.47184,-25.02781
-7.5014772,-6.9372478
39.552902,55.933414
36.144764,3.1385868
36.682045,3.9556293
-42.519634,62.915874
18.895903,65.519585
45.654385,-61.276974
-51.493908,-63.66435
14.687075,30.482002
38.838432,-19.549982
-47.19483,-39.538204
56.999664,-54.493973
-24.479187,-50.11015
9.845268,57.190525
-28.98124,-61.6035
-7.2968717,-7.200393
-73.19379,-27.46681
-2.5558367,17.490686
-85.605034,38.7631
-1.4964353,-72.935135
-74.60233,-15.015303
-35.07224,-1.366678
-1.9461356,-10.343904
-2.9318805,-11.1620865
55.667183,-54.516327
-4.6666913,3.4322217
-43.57391,-36.97743
-10.280886,-24.690695
-22.238174,-81.90239
40.663292,52.8018
34.116653,66.344635
-74.9691,-16.395052
36.725796,-17.011969
35.874756,65.271255
-39.66328,-34.023285
43.076717,-17.480154
110.84118,-1.412553
15.779073,53.220226
-42.17446,64.39868
39.901165,-6.0250745
40.215374,13.654005
-33.056328,-1.9613885
-96.35702,-4.1318197
21.42778,-3.0072198
-19.060316,79.55018
-61.785393,20.978085
-19.60635,9.451575
25.937765,84.27002
93.22133,-31.158949
13.645565,-26.783123
9.644664,62.475967
44.113144,-62.469772
42.344444,-11.312606
-17.87305,-78.25438
-73.664276,-12.677876
-38.44785,-27.5815
21.873215,-6.096289
37.343082,10.6302805
6.0615563,-58.666874
0.43630263,-69.23355
-72.50382,-9.7757015
-40.911633,38.791473
-57.70413,-46.508553
-41.159355,66.41713
-57.388336,-65.730804
42.060078,-23.813856
-70.923775,-35.032497
86.6186,14.289183
9.299631,-29.170303
39.365276,6.181882
-46.43779,72.71598
-18.939573,-10.326159
-83.70297,39.607605
-13.709461,-51.40122
-50.341667,-64.94226
86.75141,14.365946
-48.032356,51.063225
-39.31532,-11.036034
13.358234,-82.47665
58.540752,-60.15205
63.443638,7.0114264
-17.92055,-78.13739
20.81213,-16.592627
-6.635909,24.275606
16.095129,13.891424
111.77866,3.5538533
-26.885908,-51.143623
98.65573,-26.916483
39.00916,31.350758
-61.22234,7.752068
-45.974983,54.73631
64.92651,16.230087
-8.429398,-14.990679
-64.06558,30.592093
-50.341667,-64.94226
15.00291,49.121178
-26.119974,58.388496
-35.912304,76.675446
-46.48576,52.561485
58.921368,-58.769447
7.7294383,-56.593193
-8.62403,70.58553
8.854229,-1.6362706
-58.378624,-41.575287
-41.565254,-36.631046
-63.443768,28.23814
64.64236,48.098747
-14.794048,-21.62962
-86.05264,39.551327
-25.583025,2.4119408
39.27033,64.00925
25.153118,-14.196195
-12.681083,-85.59369
19.95794,15.837184
35.57595,69.846794
107.628586,-14.48362
81.48213,-26.733465
14.279184,-33.906326
64.11764,10.988097
-34.307392,-28.888716
85.001884,42.529537
16.137003,50.29712
-8.765154,54.33551
1.8121622,-88.00304
-41.568104,65.71674
-50.341667,-64.94226
-73.71287,-12.815335
-37.905197,-5.4499626
-4.9292827,-4.5760403
-69.200005,-34.977444
27.188076,84.79738
-34.03442,-29.572626
-7.2534404,31.34874
14.912947,54.517265
43.56853,22.607344
-19.30378,17.599451
30.115257,75.13758
-48.60156,-62.241627
-19.12276,-77.03377
38.582428,-6.0173955
11.082404,25.31316
73.585594,49.442223
92.85326,-30.659122
6.3632264,-49.977676
-10.894415,64.14426
42.573456,67.62018
-10.071336,-22.331602
7.282957,-42.39322
-14.723191,-31.27218
63.672024,17.88849
-92.52658,-0.36483005
-75.14759,-17.7744
-34.195057,79.396416
-73.89881,38.474895
-5.462339,12.797217
-27.669756,-71.011696
-57.60668,-42.396313
16.297113,65.19867
-74.14118,-25.072315
-37.091335,44.973427
-20.67414,-10.927794
-15.043208,-37.224308
-41.99549,64.88328
-21.607586,6.353563
-20.05929,20.687803
35.24043,-31.489563
6.7906117,-83.07919
62.876778,33.835644
-18.090672,-67.617836
42.174725,-23.27752
-34.505043,-29.9598
3.882871,-85.83501
-70.492294,36.850937
-47.512733,71.9441
-14.666102,-21.868097
80.973335,-22.244902
13.056834,15.134129
14.923084,52.621075
41.44744,66.25353
34.672234,73.47594
-23.948463,9.335341
13.126732,-60.647957
-5.067598,-10.846792
12.730382,22.289206
18.145554,42.499
60.222572,3.7381957
40.85529,41.369118
43.587177,-0.6595704
-71.9138,-15.5876465
-36.70702,37.490818
10.134709,-43.190414
-20.053072,18.162178
-8.946797,-29.295435
44.145588,54.63444
-50.341667,-64.94226
24.669441,-13.5843
-93.7714,34.12684
-40.769035,66.89592
16.415695,-11.244982
37.19375,-42.520927
60.310253,-48.212852
-5.883793,35.71891
24.636375,76.79705
-6.049067,63.286613
-21.547836,13.955366
12.287585,-71.10298
-32.788124,-25.256033
-31.971512,79.491135
-60.38504,-43.49169
63.562992,18.78464
36.93919,48.85299
-10.740203,58.564846
12.262124,-75.87467
-16.216509,-85.238
-4.1175995,-2.540841
-92.49024,-0.589116
57.53542,31.400282
-9.669273,-29.621134
-96.85086,30.142767
-38.309372,-12.259073
-32.8489,79.85801
43.13447,21.174257
42.049316,-26.179695
-23.099457,3.706833
36.536575,27.396204
18.178728,-13.385556
39.64119,65.082756
-39.749065,35.072117
-43.765984,72.74943
16.175598,34.61489
61.961727,-13.898194
-32.788006,-25.256044
6.6394534,-54.641323
61.666576,25.165289
-74.02058,38.246376
-9.339932,-21.576054
-81.20283,39.971516
101.135254,-23.643744
59.02433,3.5110502
-25.2019,-72.16125
43.315704,-28.883488
-12.632303,-36.718506
-23.40097,6.885447
-2.2903075,-9.540174
63.234776,19.674585
3.7539928,-48.915012
-50.999474,-64.49146
-42.873367,-38.34319
43.524124,-18.241648
3.939969,-54.341057
-46.079258,52.566254
58.47665,-58.515488
-48.314903,-41.564358
-70.60045,-6.352149
-86.3338,37.501022
-24.191513,-57.817017
-25.572989,50.43536
-4.522132,-13.136818
-67.80895,2.024142
-15.151578,-79.57049
65.51178,50.10477
-26.378534,2.8852148
-3.309267,13.941092
64.15219,3.6361365
13.193499,-83.98636
9.931577,1.7321929
-27.1918,59.1762
-21.043802,-68.96049
12.974714,38.721703
-40.588047,68.20564
-36.735413,-8.318724
10.25342,-79.68163
-35.354763,-9.285205
84.557755,-29.332348
-92.561386,33.8942
18.11394,60.43548
25.22854,69.14724
-88.01089,39.209854
17.512001,6.398996
40.11763,-59.11061
-70.47779,-35.31793
-34.142155,-21.924734
-74.92854,38.436802
-51.01297,-63.813553
-60.60715,18.642721
18.606335,14.713437
6.1994843,-64.14947
-50.999268,-64.49357
-85.77042,38.296745
60.78969,-42.438652
-38.415787,-30.971575
-68.68805,-34.994564
9.040418,-30.649668
-45.37947,-39.84168
39.10146,26.378904
-11.960929,-74.36529
12.401796,-64.92468
-5.542363,-2.9359117
-9.866235,-22.765078
18.943935,61.757965
12.888031,48.474407
-21.868038,-80.91072
106.45075,-15.828993
-52.31057,-66.274475
41.371906,-33.80309
-82.16618,39.954445
-62.440674,9.61003
-45.060265,41.150112
60.13714,3.732333
13.691826,42.956547
59.34448,-0.911839
37.507103,2.8493505
47.198383,-63.22469
-92.52658,-0.36483005
6.8586736,-47.963932
70.45921,50.984623
-52.233765,-67.1801
36.602947,34.686424
63.331093,-17.893208
-51.8833,-67.46682
-45.446682,56.611664
-46.70649,73.18483
43.700924,5.3958387
-8.340461,-2.4617345
82.256744,-3.7634976
85.132904,37.610405
-91.7731,36.44127
-52.31057,-66.274475
-20.399475,22.84173
-9.956145,-7.662044
24.57305,69.86583
93.387726,-30.851517
10.799495,-46.564945
-47.12348,-66.41891
-21.789772,-52.149605
-21.441326,-78.40464
-20.977648,-12.816292
60.91837,-8.855077
-68.24246,2.0233872
41.642727,54.77016
-26.908827,54.61281
16.70871,69.479645
-39.36501,-9.342878
50.5016,-60.765926
60.84576,30.164948
14.954804,-79.04789
61.800053,17.279503
-35.213535,76.80008
61.557552,35.50778
46.34492,-62.031967
-7.362625,8.120857
-38.656498,-28.00602
41.51987,1.5936401
9.518688,0.32523873
-3.6426947,48.326794
11.0023155,26.558208
-14.38254,-20.513954
0.45858753,3.3651104
-101.0496,24.249952
61.38444,13.6112585
-2.7634625,30.896496
59.894093,17.001617
34.174313,-35.20499
19.395712,-18.429127
13.092293,77.961395
41.771507,54.783348
-12.354067,-54.649807
20.681152,10.104242
23.592592,-7.074916
-49.84126,-66.86911
-34.156364,-18.193872
-85.9099,37.91275
21.598053,-18.346153
64.450775,47.7912
87.50831,15.455531
42.140186,-24.89949
-60.14217,8.592482
-4.44939,20.73635
35.92397,-52.57848
46.883793,-63.816303
15.929588,18.144182
71.753,49.588512
-2.6626797,17.689377
-47.16721,62.394676
37.120266,12.490216
20.546114,37.126175
-33.256176,-26.48508
62.56725,-16.28238
14.681728,-79.32367
62.639378,46.70479
-73.193665,-27.466661
60.88108,-51.46549
-38.007145,29.752705
34.105927,-56.458786
-29.640848,-1.3879371
-23.722446,21.07623
-10.597829,41.101574
-68.44761,-5.829911
87.78763,15.0066805
50.424866,-58.14798
-37.36658,-34.940155
16.110283,-32.456398
17.317198,-22.598988
-62.919815,28.778141
-74.08559,-12.958131
18.423702,14.734188
-32.620758,-3.1798563
-42.21154,36.69957
81.024574,-9.661311
-9.719714,-91.72164
-92.41009,0.028750077
44.5317,21.991667
28.578928,79.784744
64.048035,-34.504894
-51.31579,-65.71248
11.598375,33.4264
62.193153,16.979645
-46.302597,52.751514
-26.900885,73.22389
-84.93965,39.05966
42.8967,49.664234
26.999529,84.856735
25.173363,76.62359
-34.765404,-29.89331
37.239326,-60.335182
-48.127945,-40.889744
-73.78399,38.673206
36.857635,65.5932
-51.31579,-65.71248
10.235927,73.98122
15.950869,20.952908
-92.06796,0.19013886
-30.001902,2.3473935
-2.4107385,14.9094095
-28.009382,-70.79013
10.940969,-47.035973
11.761176,19.888222
-68.60839,-1.6383797
-73.440125,-24.092783
-13.124932,-35.51167
-18.248459,78.248085
-29.550125,-1.2675879
8.693968,-37.376072
-72.063644,-29.145073
16.493267,-11.10112
39.25814,65.15163
-3.4027708,15.709257
-38.37093,-8.0466795
-68.33286,1.5061861
-3.8209577,46.692223
-12.054087,-48.983154
105.63151,-17.245785
-28.981234,-61.6035
40.435413,-9.007168
64.03349,-39.109303
-39.630276,20.8675
81.57906,-25.431322
-32.281258,76.79424
9.369493,71.55718
-42.382423,49.353806
-25.112291,51.92247
-21.4208,11.505451
-95.64669,32.02484
-9.994478,4.664682
52.373558,-59.981804
-33.89757,-22.388767
-27.438047,-51.179573
-9.013492,65.3311
-56.56944,-41.623753
-25.918863,72.49379
-69.5232,36.091938
59.382507,31.847002
60.480537,-52.649868
-91.57246,0.0474654
-50.76198,-66.88579
21.125893,-23.574636
21.686401,-15.833126
61.721546,-49.10141
10.874778,-85.37306
-7.9929037,42.108322
-24.325153,81.84754
39.369286,-48.479305
-74.77418,-24.648531
-9.723858,-51.3381
40.73627,-61.541405
-3.7655501,44.95027
15.750759,-29.30583
-10.333325,-10.1414175
60.06577,43.714703
9.909297,-80.50346
84.70964,4.8138866
73.74628,52.133053
-61.78799,20.885824
-8.451538,25.199713
-19.819954,20.925337
42.89651,67.513275
-44.901524,62.667538
-58.26439,18.700695
-1.3221608,-72.65328
-28.459929,-62.636993
-5.7095737,23.432884
-2.5361533,1.3713586
61.47615,13.903935
-0.12943764,-81.48056
-91.57246,0.0474654
-29.510427,-55.197273
-70.80879,-6.1015263
-21.739876,-60.669197
-2.9540083,16.208643
-39.40507,37.837788
-51.31579,-65.71248
-73.193634,-27.466644
89.10186,23.091911
36.486053,-27.404373
-24.845299,73.068375
-22.276304,76.30198
-12.32852,-85.836296
6.453142,-59.1713
39.313927,67.24948
-59.09833,18.92629
46.75096,-64.0551
62.52575,1.4736794
-48.44828,50.647144
-11.340248,-53.857777
24.634195,70.03352
-45.35413,41.663723
-68.46281,-1.4341962
-3.7522418,5.554543
-2.1505728,14.30198
-20.05429,20.514423
-9.257809,-21.983446
-23.419483,-60.11338
49.886772,-60.904316
-35.325573,-30.83792
-62.282444,29.903502
60.714314,-46.95869
40.90861,41.880646
-64.835846,4.450903
36.37718,27.629004
-10.371074,55.482872
82.518166,-27.12141
40.28439,34.698
-39.972897,69.82775
-17.927973,-80.48829
-92.17563,34.196716
19.020903,39.065067
37.127277,13.322807
-25.83275,59.943176
81.89721,-25.7954
-60.41454,-44.138176
60.304512,18.057459
-72.723366,38.339096
-12.794843,-37.169136
0.5493818,-84.24257
37.746628,-3.2233658
60.610382,20.792978
61.501648,23.619421
12.050639,-50.963573
-83.703156,39.607468
-65.272934,2.3562007
-23.499569,73.3157
-6.079417,36.811733
14.699559,19.943426
11.883342,-6.4849353
15.959534,57.69989
58.147835,34.412647
-34.89658,-21.414757
37.575745,-26.167948
-14.620637,47.861206
-24.247934,-45.663586
-65.360695,4.058674
-18.32451,-78.83343
31.5672,-53.910786
61.18176,-26.246527
-94.91901,-2.7307076
-38.750217,30.594172
-23.101883,-78.792404
-29.8926,4.653764
-1.2229002,-72.286674
-72.120056,-32.566322
-19.238447,-70.38147
-50.122753,-66.37515
91.398605,-31.49521
-11.631746,-22.179117
7.7895794,-77.89216
-11.064234,-44.148426
1.2857432,-91.07367
21.153866,-26.712107
-73.079285,37.925594
-24.202656,-45.02047
15.9649105,5.974258
14.034836,64.63954
12.65104,-9.696063
-35.369312,-20.523808
-5.226261,-4.587432
-44.82125,-40.349644
86.60054,34.951797
-86.23977,38.08534
30.184134,-48.31502
35.69487,18.828508
-58.469193,17.750343
11.274995,-87.3103
-59.098072,18.926289
-4.6046467,20.900059
0.8438194,4.0303426
-71.38841,37.800117
-25.1396,-43.052883
-20.760906,-55.730335
-94.919945,-2.732
39.34977,14.128079
18.142456,6.5364475
64.12453,-34.278214
-46.204018,73.2864
-71.49963,-5.53585
6.6631055,-54.16552
-57.797527,-46.361626
-92.32897,-0.83093107
38.517117,25.47179
-72.77877,-10.676855
36.662888,-0.40096453
-37.662407,-5.454793
43.51005,20.567995
-10.268245,-17.852888
-8.517075,-25.899786
-39.70279,37.334843
36.91509,-60.40814
-74.63697,-25.71852
35.902145,19.290155
-51.31579,-65.71248
-10.38799,59.27046
-12.115418,64.94285
42.694504,10.631437
38.928185,6.882047
-95.86345,-3.7613244
37.95588,61.302338
-39.487755,-31.371998
4.5425224,-50.595695
-43.394814,-37.834415
38.912533,59.507305
-91.63,34.627995
61.43273,42.840324
15.617477,35.52773
-1.5299559,2.3312275
16.880297,-24.502308
-8.946017,-21.774986
-70.84469,-6.760142
87.42763,8.887676
-3.0531898,19.680075
40.833218,42.001762
40.814243,13.082396
-20.469448,20.282972
37.715405,41.53826
13.05732,8.987105
60.486183,-40.831352
30.271921,-51.539303
38.513718,-6.065257
-32.200314,33.947235
-12.739406,-52.55709
-8.143892,-15.138194
36.639095,21.37989
86.88528,34.970284
-15.740346,-29.109535
-24.82967,-44.548687
-58.461903,-43.983902
63.922226,11.410432
-94.91995,-2.7320006
19.151957,39.41609
82.88771,-10.632996
-28.074482,55.577934
59.640965,-28.601364
-83.04272,39.68951
11.709065,-11.791732
-25.457787,50.326756
-21.495947,-67.416794
-8.943358,-89.52074
13.630026,-33.71565
36.166748,-47.704998
-11.042298,-87.80485
62.00699,-43.794037
37.598473,21.113066
18.346064,61.925655
-46.42277,49.755596
-27.941095,-1.5070096
7.128542,-27.555021
68.253395,50.500877
65.10004,5.9311643
-73.19382,-27.46676
36.42075,-37.698933
-43.651375,-36.52829
-11.636334,-46.91962
4.9263744,-40.333603
11.946784,51.852356
-70.77999,38.908012
37.40612,4.1806083
86.57704,39.34137
8.245382,-57.12247
-3.3286254,13.878963
39.373463,41.761677
12.587415,-64.486885
-58.886063,-44.339493
-48.65961,70.4763
-8.349542,68.99219
-65.7171,34.036972
-29.42024,31.48022
113.12227,10.807582
9.795302,-52.180317
24.629343,-6.671509
-12.576342,-24.57396
-61.6055,14.760919
-51.98934,-66.60887
-19.768585,-77.623116
-30.374502,1.6368443
-65.16258,1.4164617
-41.2437,-32.178528
-27.330685,-71.99838
-74.24307,-19.896122
-39.091152,46.946934
78.7972,46.771362
34.256947,-34.722458
-10.853695,64.956535
17.269102,45.70477
-58.37945,-43.542263
54.283314,-61.78755
24.631588,69.989586
8.782421,-0.10445032
35.514874,71.83459
-47.677437,49.25792
-34.31207,-3.573856
16.736513,-30.981829
21.03472,0.93705106
13.564777,-70.0532
-61.668648,13.943062
14.98209,73.420906
38.057472,59.0241
-35.758205,76.774925
-20.686499,11.073329
4.046956,-33.85848
-92.41009,0.028750077
33.83451,72.97768
-50.99907,-64.4853
-22.44091,-81.58373
-3.7935605,49.34345
79.91536,-20.176537
-0.7727956,-90.716446
88.81182,14.418652
-69.756615,-5.164338
63.74238,-39.677334
13.310932,-34.167824
-76.24512,39.136127
-27.176842,-71.79495
-85.645775,39.218376
-35.895138,-11.654136
-65.68309,1.1200111
12.901282,38.116646
-29.174776,-61.608513
-11.713223,-45.076294
9.612838,-85.8588
-14.812628,-21.923285
42.93441,-7.724905
5.026348,-40.580673
-24.984339,-44.406773
63.166725,-20.33065
-46.08424,62.308323
12.606966,-31.672754
-68.9426,-3.7593439
-43.48543,-37.876278
-59.88433,18.507942
-20.124718,-77.787476
9.766701,46.150345
-57.587517,-46.568233
33.13589,64.69145
23.623314,-5.501599
68.053314,49.784153
-92.32897,-0.83093107
-73.60477,-27.488012
-72.606384,-15.336097
-21.334097,51.086437
-3.682486,20.456738
88.51905,27.577522
-61.02993,15.879859
10.418103,-31.327856
89.18938,26.018824
-40.617622,-35.48255
-27.280167,5.6738663
71.51429,50.18412
-48.00776,50.278576
-9.55766,71.6082
-61.73499,13.276772
-15.200289,-55.139824
22.323973,0.6352679
48.05184,-62.46381
-49.537575,-66.305305
-2.8082526,5.5503683
-28.088724,-54.9761
-43.78497,-40.974857
43.812935,-17.589264
22.859499,-18.61507
22.599838,1.4421705
-84.365326,37.507065
27.308083,83.54216
-23.52093,-59.601353
-22.858847,-66.298515
-60.201992,-41.15182
-92.36369,35.92899
-20.660604,50.113365
13.168417,23.67688
-3.5182767,34.342487
18.6128,9.9816885
-4.9091754,3.1641335
-2.231048,32.319702
-29.103136,5.5820923
-30.191765,36.456543
9.740151,35.4554
-94.44821,33.436695
-29.849003,73.478165
-35.24091,-18.992956
9.222246,-27.498074
-51.31579,-65.71248
-7.9248924,-28.905365
-39.062073,-11.006789
50.96287,-59.877754
-48.571056,50.051697
41.259163,-10.477673
-60.925835,-44.65034
40.698753,9.838481
-8.120085,32.027187
8.524915,-49.233196
-71.73727,-22.389084
8.205303,-49.162716
87.137695,4.733524
18.492212,-30.10927
36.61925,-39.649197
-1.8796191,1.9280547
-100.659065,24.879038
-25.166397,2.3491764
11.054226,69.2443
-17.183033,-87.38026
77.318985,47.87519
64.771324,-31.525934
-23.003374,6.874251
16.869576,-11.774618
-8.3121605,69.24845
17.298122,-28.535542
7.9459124,-51.095726
-32.19122,36.13679
-24.723185,-42.62042
36.795494,11.283713
-29.77946,30.920525
19.698181,-5.2292705
-71.64029,-3.8885186
36.542263,16.49802
-38.607914,34.940704
27.024008,75.80768
100.53071,-25.895588
-50.627064,-16.893133
13.177025,-60.84434
40.45045,-21.088074
-23.57112,21.489403
-34.22055,78.25791
88.71454,31.390997
-5.3371267,9.95864
-70.84306,-2.7238154
-65.30671,1.6669085
88.55055,-31.138706
80.21688,46.826435
6.197124,-64.10799
-27.91259,-54.798794
-24.909777,73.53131
38.34897,18.383978
8.090301,65.790146
39.10534,67.23969
16.128628,6.8605113
8.9617605,65.28963
43.821465,55.015907
-21.655445,5.8208876
64.21653,-20.724846
-23.902164,72.500534
-3.8116336,45.581314
-29.744928,31.377703
-19.786541,-51.658485
7.4488645,-7.8221436
-46.02153,53.796654
-25.264997,-56.215725
60.787407,13.599495
-24.915985,74.77301
-61.703823,20.76971
25.195719,-13.952832
9.04873,54.251743
82.281975,-26.16305
38.59622,-33.70674
34.10556,-58.341988
39.673775,-24.013977
-21.664913,-81.27612
18.93223,0.64140797
-50.76198,-66.88579
-8.789934,-25.49234
32.091904,73.234604
-15.586921,-32.876495
83.51577,-6.3029685
-5.23645,22.031525
-71.57249,-7.0813575
-60.650917,18.920197
-57.871086,-42.66041
35.455273,49.67582
82.29278,-10.7319355
-76.73987,39.010715
42.167965,-17.729029
10.885543,50.19053
-6.730212,23.684616
-63.75863,5.9850326
-30.267664,1.3828477
12.536227,-10.01629
37.59231,13.278172
43.16175,53.651943
-63.235203,28.463337
-45.428707,56.895576
8.052676,53.68403
-52.6122,-16.717527
14.968621,12.624159
5.0142565,-40.3304
57.93621,30.415531
20.217154,-22.99579
-50.76198,-66.88579
-6.002842,37.668983
-100.53165,22.855906
-3.9386337,49.538948
-60.151108,-42.318287
33.680504,-30.563028
-32.9008,-25.8079
-38.22834,-32.92463
-45.493958,57.359104
-49.076984,51.07058
-25.318535,1.820654
-40.625214,-35.489902
58.541428,-59.629196
55.556713,-63.00257
-20.740494,-10.761422
-9.823369,-91.80134
5.7351327,-66.88887
14.166343,-70.85563
19.470118,9.44286
-42.698994,50.649643
-23.06846,-53.738686
5.9733143,-57.76134
39.390347,-19.647482
80.3452,-18.927776
83.34101,-27.91207
-34.556126,-2.19292
105.9964,-16.585648
-22.925734,-64.600975
31.144413,-52.533875
39.250004,-21.918005
-62.52356,7.548284
62.94719,7.5902247
57.467735,37.489525
-47.255444,-39.456406
44.45899,10.590587
-73.19384,-27.466751
-38.22856,-32.92453
-9.948416,72.35779
-61.921253,7.6926885
-12.058767,62.1381
19.484749,-21.953241
-29.573011,-1.296183
44.52504,10.550333
31.04633,-50.04772
-34.606976,-6.2260466
13.702081,-34.054474
-67.782394,-1.4754972
86.55083,13.334573
-34.84212,-24.443535
-5.569528,-13.019485
-35.119617,-10.400028
-8.7348385,-84.74863
-19.48461,-72.53825
-37.16055,-4.8637915
13.578178,73.12215
-91.55533,36.17164
-33.685802,-29.64779
-8.774205,54.42582
-59.969585,8.395766
-7.703844,27.075542
-61.604122,14.0038185
36.787167,11.82656
-93.91626,34.178814
41.71106,37.160282
5.028986,-69.632744
-50.137234,69.727135
63.27997,15.024337
-3.9267,2.9425442
-71.23613,-5.023014
42.4755,-9.742352
41.495773,20.17382
-92.32897,-0.83093107
17.93647,-1.1717504
-38.79593,-7.9033833
21.969261,-15.227074
-63.25836,1.315459
16.643244,7.9860587
-48.842915,50.54292
-30.119545,-61.481365
59.902805,9.815007
61.197323,47.55013
63.634514,15.881076
15.745571,27.792158
-31.341537,77.47455
58.36101,39.654564
40.75409,1.7758822
11.313005,-15.724883
-49.45531,-65.68449
43.458218,-61.23636
-13.35155,-82.48038
-29.237131,-1.3861287
84.31425,42.20768
17.854298,21.453436
38.712982,37.33352
-27.59311,-51.578854
9.145782,61.007236
-58.253304,-42.213043
60.93524,-33.54547
59.275883,44.179893
18.332579,14.570459
-42.924316,61.78501
61.248215,-40.35595
12.204906,-31.563328
-3.885062,16.189655
-42.436226,62.566814
36.22165,72.178406
66.161064,50.15191
-42.342045,38.121067
38.36956,69.26152
-45.968845,-42.42012
5.5670733,-79.55599
34.83253,65.40207
59.72987,0.6080428
62.636135,30.557676
59.60909,40.86242
7.5753717,-2.595121
-39.329033,-10.81788
-44.735363,-41.893856
8.493015,54.879456
-70.47347,-4.6999507
60.47764,42.28105
-5.42048,36.64357
14.929523,18.964878
-7.1238937,62.56659
-33.903347,-22.422066
-50.341667,-64.94226
-69.15995,-34.103443
-22.998838,-77.57521
83.99239,-29.628635
-95.86345,-3.7613244
-16.730171,-28.022396
40.83614,36.72059
17.320787,-1.6124839
59.49871,-40.84571
10.9502325,-65.83432
13.528591,73.542496
22.896524,69.40725
-10.332975,-17.607836
16.730602,69.659065
12.065726,-51.026825
62.221077,-26.065662
-62.52724,26.691822
-34.757996,-30.333998
-24.376295,-79.47808
-71.04701,-32.98918
56.757828,-55.313496
84.08264,1.6693977
-35.200123,75.085175
-51.01297,-63.813553
-29.643068,-2.4041245
65.309166,-32.53134
43.672184,22.34786
82.57485,-26.655518
60.9232,38.55929
9.111404,-37.937904
-3.0781999,5.781744
-93.147896,34.72286
-39.60838,-31.10996
-21.547897,13.955254
-96.85086,30.142767
-4.6880784,-76.26184
-58.450638,17.767561
37.553482,-3.098561
33.069134,49.66449
-49.809696,-66.77067
42.92941,-16.094526
-92.36385,35.929123
-4.1602135,-76.360466
30.024176,78.67661
58.6003,-60.721863
-92.43661,-0.19028929
-12.467961,-54.428223
-51.31579,-65.71248
4.124045,-53.567963
11.495212,-12.292625
-75.837906,38.752163
-21.720314,21.186338
82.47224,-5.045499
-6.8415723,61.153156
-35.47443,-28.624128
-59.914486,-44.220356
-9.256487,71.92677
43.847645,35.694595
32.15975,-45.593956
-69.76865,38.50482
64.49837,15.448849
-47.29921,-40.91146
-34.136528,-22.384695
-70.12045,-6.866017
-35.186356,-1.2501694
-29.824888,2.2241583
-33.944683,-1.7905207
9.9707775,-61.41827
23.504686,77.632095
-39.250027,21.06136
-4.789146,-13.961523
-47.130188,48.8383
-25.2459,-68.88809
-72.21928,-32.376854
-49.068825,71.54258
-50.76198,-66.88579
-96.22971,31.277624
-35.199093,-20.85575
42.985825,35.69782
-2.2011163,-92.38876
-8.865462,54.252136
38.628696,-15.105624
37.132023,38.861874
-92.06796,0.19013886
12.851975,58.229355
-32.078457,33.83405
14.590496,30.146053
-91.08819,36.9718
14.839343,-79.00363
50.94628,-61.02073
-19.726704,79.802925
86.67077,4.6625996
-95.64595,32.025578
33.60226,50.63549
-93.91626,34.178814
-11.412126,64.73576
-22.592781,51.777374
0.5472409,-69.29703
-8.90718,-30.839024
-101.93488,22.986082
-11.624791,-88.03871
-75.68885,-22.869469
-40.261845,61.485527
-20.967348,-12.968723
-22.456223,-56.94396
40.056595,24.26281
-93.14619,34.7238
19.067305,-12.066277
-101.43208,24.345396
-7.270093,62.028633
-65.549805,32.324615
10.012827,-80.00984
0.16162162,-81.79358
-74.975945,39.36664
61.161182,-1.8739144
