Dimension 1,Dimension 2,Cluster
38.062954,26.96832,0
-52.599033,-66.648224,3
-25.696106,81.9884,2
112.527435,7.8347864,0
-28.620068,-54.65161,3
9.8611355,-36.84531,3
-10.791565,56.250843,2
89.59485,16.4451,0
-101.29067,22.488039,1
-60.801727,-44.37808,1
6.451841,-38.211227,3
-5.4236355,62.98616,2
-97.170555,29.491545,1
3.541252,-29.443174,3
-21.531597,14.261937,2
-20.219227,6.855286,2
-12.046242,-87.63043,3
-21.290459,20.883402,2
39.19055,2.838911,0
-15.988777,-49.15168,3
88.840355,20.573774,0
20.273254,-9.507946,3
-18.953032,44.382717,2
6.249684,-76.7284,3
-26.607702,7.208503,1
-5.173782,10.410018,2
39.3031,35.519012,0
-20.230677,20.778076,2
-0.9365008,-71.208336,3
111.8724,4.1194305,0
-3.0684197,19.571678,2
-62.282444,29.903479,1
-29.87188,35.969822,2
36.205616,-48.714493,3
88.988525,21.877455,0
-62.470497,9.559121,1
-35.190067,-24.54406,1
-13.078744,-52.09077,3
110.366425,-4.2775893,0
36.658215,-42.02008,3
12.281516,-73.998344,3
9.494476,-5.0887227,3
43.36777,53.708733,2
-1.3090136,-72.627235,3
-25.656939,75.34208,2
62.05857,-13.13076,0
-8.776914,38.937027,2
-8.964914,-22.381277,3
64.41755,-31.388208,0
-39.30373,-31.784243,1
-70.556076,-35.19352,1
9.09465,-52.10349,3
-74.82499,-22.605074,1
44.608643,-11.262552,0
-52.12648,-64.59343,3
13.827527,37.396008,2
76.78171,48.574368,0
41.797653,54.755165,2
-52.12648,-64.59343,3
-72.12495,-24.223158,1
11.266405,-52.98843,3
39.750507,14.066808,0
-13.4023485,-19.8833,3
35.928783,72.72405,2
38.084705,30.077307,0
-23.26787,-54.01944,3
-42.59277,64.21943,2
-30.762138,34.86888,2
-10.526201,42.92661,2
11.852078,-31.788174,3
9.641329,70.1179,2
67.79531,52.36419,0
-23.113556,4.360762,1
-91.08553,37.076504,1
17.77461,-0.426994,0
54.728573,-57.992527,3
-97.6835,28.861065,1
-46.546364,52.848217,2
-61.397938,14.93003,1
-60.142086,8.591833,1
-35.244297,-1.1657526,1
-46.438053,73.32306,2
-1.0713509,2.6552105,2
108.25761,-11.5990715,0
-72.80829,-24.090635,1
64.265396,-20.023966,0
20.081196,12.718968,2
16.19652,18.540623,2
60.73958,28.078995,0
-19.824764,17.761106,2
12.769777,10.780797,2
37.681973,6.2128158,0
-52.599033,-66.648224,3
-24.340193,81.83558,2
-5.629753,36.741116,2
-70.60226,-4.1088467,1
6.465347,-79.103676,3
24.507732,66.10336,2
41.212357,65.75897,2
-72.73042,-4.2733407,1
12.899475,-27.398335,3
63.31491,-5.0342917,0
60.782307,42.773087,0
-70.406654,-34.83609,1
13.365879,70.001144,2
-65.60998,34.46908,1
60.267696,27.889292,0
-10.502494,43.544315,2
-57.01867,-41.667168,1
11.501927,77.40917,2
3.2202113,-49.449226,3
-5.287766,-12.753582,3
-18.706568,79.25401,2
7.6471744,-60.74109,3
-52.12648,-64.59343,3
61.194332,42.910656,0
-5.4382014,13.800833,2
-33.768223,-10.704728,1
-52.12648,-64.59343,3
-86.44211,37.264366,1
-9.662979,-90.55385,3
-47.12348,-66.41891,3
19.211132,-12.380151,3
-8.334531,69.92502,2
-52.12648,-64.59343,3
-12.332218,-53.951824,3
-52.12648,-64.59343,3
-32.08407,73.25026,2
-37.835434,29.681044,2
-20.6589,11.237464,2
-9.666722,-14.939179,3
19.698513,0.44571987,0
-2.8765378,5.7510133,2
-19.362156,-85.51336,3
42.408092,-9.801818,0
-88.942535,36.38761,1
15.949674,27.84502,2
12.149318,11.701659,2
-58.362183,17.340017,1
-88.69157,38.44532,1
-85.77043,38.29676,1
60.391922,28.02759,0
-57.388336,-65.730804,1
-71.64535,-33.836254,1
-40.058792,37.158604,2
-52.12648,-64.59343,3
11.329509,-11.472263,3
-33.26092,-0.70398855,1
16.269281,-23.44071,3
9.735921,-76.943924,3
-52.500347,-65.77493,3
9.993836,34.125175,2
-48.599068,-42.86498,1
63.744473,-2.8685558,0
39.030285,66.94003,2
2.4542458,-33.375065,3
-11.68484,-88.573944,3
-67.60747,-34.716602,1
-38.228302,-32.92463,1
49.24043,-64.951775,3
63.94995,6.500873,0
-95.584854,31.78756,1
17.97968,-16.925507,3
60.995697,21.265802,0
44.757217,-64.4633,3
-29.800924,30.691431,2
-60.230724,7.527259,1
-6.6818027,60.67596,2
-22.019993,-50.49092,3
42.560287,20.020658,0
40.333714,-5.7933106,0
-47.450066,48.733337,2
-101.93457,22.985666,1
-7.042159,24.483374,2
-36.032413,37.63143,2
-67.5161,-32.327698,1
9.570045,-66.43199,3
-8.32251,-26.14166,3
-17.621437,42.700485,2
-68.027855,1.8358057,1
-91.513054,-0.450926,1
87.423515,16.328367,0
64.71067,5.737783,0
84.85986,42.82436,0
-57.591854,16.91295,1
20.578342,-24.75738,3
18.091122,10.433449,2
33.324276,-59.60072,3
-57.388336,-65.730804,1
2.0167456,-91.628975,3
-101.93457,22.985666,1
-70.902824,-5.392908,1
-11.418718,-48.29189,3
-2.2378404,14.253901,2
43.137463,2.8385851,0
-25.58963,10.417493,2
41.97892,-7.1245008,0
11.445129,-70.06338,3
-94.919044,-2.7338493,1
-35.86512,-12.557543,1
-70.31791,-4.4475403,1
11.947031,66.40853,2
16.733612,36.281532,2
-5.31085,-12.143007,3
30.359293,75.25586,2
-52.500347,-65.77493,3
65.30783,-32.503353,0
-59.59674,-42.964085,1
43.076614,-64.67305,3
-45.972393,54.27416,2
38.853035,36.345333,0
14.4858,13.2476425,2
-5.1471186,-5.0636563,3
61.690434,34.559128,0
-2.750353,18.309633,2
-60.73617,19.22523,1
1.6754042,-30.933199,3
-36.256794,-12.259127,1
-72.57974,-10.039347,1
7.0576577,-27.93521,3
40.17357,-23.863594,0
11.50058,-5.4000354,3
-46.947674,70.624825,2
12.1650505,-74.58617,3
-20.298548,8.048497,2
4.023141,-53.22427,3
2.3756154,-30.80173,3
63.282234,-31.990255,0
-13.528714,-44.14491,3
18.298248,9.6441145,2
-91.474304,-0.6492517,1
-51.3003,-16.714298,1
-36.066185,-6.513483,1
-91.62802,-0.16199888,1
-98.343216,-4.2434855,1
-24.801655,20.39479,2
5.16141,-39.92788,3
-61.82319,21.04259,1
-17.995111,46.327507,2
-46.19164,63.092297,2
-33.053394,77.344406,2
13.300701,34.10916,2
-13.873631,-25.315283,3
-38.75466,-12.303232,1
-92.363976,35.929203,1
-9.828979,-90.3492,3
-89.02403,37.481823,1
59.779774,41.80175,0
-7.845087,27.176619,2
-62.470844,9.559806,1
65.043785,-32.222046,0
-82.04659,40.00717,1
-86.98431,36.807365,1
-34.58781,-2.8350973,1
45.352486,-61.517605,3
38.548622,6.9607105,0
37.591553,-40.62056,3
-52.500347,-65.77493,3
86.03769,31.340391,0
37.106987,-52.699966,3
62.154346,-41.284782,0
112.48309,7.598991,0
85.73927,0.9666608,0
-31.45921,-0.4891324,1
-23.790106,9.666329,2
-4.294353,50.106907,2
64.06507,-23.61204,0
-50.421654,-64.05839,3
-6.003204,15.828889,2
-20.81915,22.688614,2
4.918847,-58.811565,3
-8.993776,54.303,2
-85.769066,38.29735,1
-29.665901,35.97691,2
7.106843,-26.769028,3
-9.443685,65.3163,2
43.576416,-61.146538,3
-43.843143,-36.550964,1
-35.80474,38.401688,2
-10.500648,-82.943184,3
-50.421654,-64.05839,3
41.49231,1.7477245,0
-76.01509,38.63542,1
-21.209192,5.833248,2
-38.076942,35.469444,2
-31.342932,-0.40665022,1
54.302727,-61.783436,3
16.540745,-31.083206,3
-22.801603,-55.4688,3
-69.30355,-34.81469,1
-71.47184,-25.02781,1
-7.5014772,-6.9372478,3
39.552902,55.933414,2
36.144764,3.1385868,0
36.682045,3.9556293,0
-42.519634,62.915874,2
18.895903,65.519585,2
45.654385,-61.276974,3
-51.493908,-63.66435,3
14.687075,30.482002,2
38.838432,-19.549982,0
-47.19483,-39.538204,1
56.999664,-54.493973,3
-24.479187,-50.11015,3
9.845268,57.190525,2
-28.98124,-61.6035,3
-7.2968717,-7.200393,3
-73.19379,-27.46681,1
-2.5558367,17.490686,2
-85.605034,38.7631,1
-1.4964353,-72.935135,3
-74.60233,-15.015303,1
-35.07224,-1.366678,1
-1.9461356,-10.343904,3
-2.9318805,-11.1620865,3
55.667183,-54.516327,3
-4.6666913,3.4322217,2
-43.57391,-36.97743,1
-10.280886,-24.690695,3
-22.238174,-81.90239,3
40.663292,52.8018,2
34.116653,66.344635,2
-74.9691,-16.395052,1
36.725796,-17.011969,0
35.874756,65.271255,2
-39.66328,-34.023285,1
43.076717,-17.480154,0
110.84118,-1.412553,0
15.779073,53.220226,2
-42.17446,64.39868,2
39.901165,-6.0250745,0
40.215374,13.654005,0
-33.056328,-1.9613885,1
-96.35702,-4.1318197,1
21.42778,-3.0072198,0
-19.060316,79.55018,2
-61.785393,20.978085,1
-19.60635,9.451575,2
25.937765,84.27002,2
93.22133,-31.158949,0
13.645565,-26.783123,3
9.644664,62.475967,2
44.113144,-62.469772,3
42.344444,-11.312606,0
-17.87305,-78.25438,3
-73.664276,-12.677876,1
-38.44785,-27.5815,1
21.873215,-6.096289,0
37.343082,10.6302805,0
6.0615563,-58.666874,3
0.43630263,-69.23355,3
-72.50382,-9.7757015,1
-40.911633,38.791473,2
-57.70413,-46.508553,1
-41.159355,66.41713,2
-57.388336,-65.730804,1
42.060078,-23.813856,0
-70.923775,-35.032497,1
86.6186,14.289183,0
9.299631,-29.170303,3
39.365276,6.181882,0
-46.43779,72.71598,2
-18.939573,-10.326159,3
-83.70297,39.607605,1
-13.709461,-51.40122,3
-50.341667,-64.94226,3
86.75141,14.365946,0
-48.032356,51.063225,2
-39.31532,-11.036034,1
13.358234,-82.47665,3
58.540752,-60.15205,3
63.443638,7.0114264,0
-17.92055,-78.13739,3
20.81213,-16.592627,3
-6.635909,24.275606,2
16.095129,13.891424,2
111.77866,3.5538533,0
-26.885908,-51.143623,3
98.65573,-26.916483,0
39.00916,31.350758,0
-61.22234,7.752068,1
-45.974983,54.73631,2
64.92651,16.230087,0
-8.429398,-14.990679,3
-64.06558,30.592093,1
-50.341667,-64.94226,3
15.00291,49.121178,2
-26.119974,58.388496,2
-35.912304,76.675446,2
-46.48576,52.561485,2
58.921368,-58.769447,3
7.7294383,-56.593193,3
-8.62403,70.58553,2
8.854229,-1.6362706,3
-58.378624,-41.575287,1
-41.565254,-36.631046,1
-63.443768,28.23814,1
64.64236,48.098747,0
-14.794048,-21.62962,3
-86.05264,39.551327,1
-25.583025,2.4119408,1
39.27033,64.00925,2
25.153118,-14.196195,3
-12.681083,-85.59369,3
19.95794,15.837184,2
35.57595,69.846794,2
107.628586,-14.48362,0
81.48213,-26.733465,0
14.279184,-33.906326,3
64.11764,10.988097,0
-34.307392,-28.888716,1
85.001884,42.529537,0
16.137003,50.29712,2
-8.765154,54.33551,2
1.8121622,-88.00304,3
-41.568104,65.71674,2
-50.341667,-64.94226,3
-73.71287,-12.815335,1
-37.905197,-5.4499626,1
-4.9292827,-4.5760403,3
-69.200005,-34.977444,1
27.188076,84.79738,2
-34.03442,-29.572626,1
-7.2534404,31.34874,2
14.912947,54.517265,2
43.56853,22.607344,0
-19.30378,17.599451,2
30.115257,75.13758,2
-48.60156,-62.241627,3
-19.12276,-77.03377,3
38.582428,-6.0173955,0
11.082404,25.31316,2
73.585594,49.442223,0
92.85326,-30.659122,0
6.3632264,-49.977676,3
-10.894415,64.14426,2
42.573456,67.62018,2
-10.071336,-22.331602,3
7.282957,-42.39322,3
-14.723191,-31.27218,3
63.672024,17.88849,0
-92.52658,-0.36483005,1
-75.14759,-17.7744,1
-34.195057,79.396416,2
-73.89881,38.474895,1
-5.462339,12.797217,2
-27.669756,-71.011696,3
-57.60668,-42.396313,1
16.297113,65.19867,2
-74.14118,-25.072315,1
-37.091335,44.973427,2
-20.67414,-10.927794,3
-15.043208,-37.224308,3
-41.99549,64.88328,2
-21.607586,6.353563,2
-20.05929,20.687803,2
35.24043,-31.489563,3
6.7906117,-83.07919,3
62.876778,33.835644,0
-18.090672,-67.617836,3
42.174725,-23.27752,0
-34.505043,-29.9598,1
3.882871,-85.83501,3
-70.492294,36.850937,1
-47.512733,71.9441,2
-14.666102,-21.868097,3
80.973335,-22.244902,0
13.056834,15.134129,2
14.923084,52.621075,2
41.44744,66.25353,2
34.672234,73.47594,2
-23.948463,9.335341,2
13.126732,-60.647957,3
-5.067598,-10.846792,3
12.730382,22.289206,2
18.145554,42.499,2
60.222572,3.7381957,0
40.85529,41.369118,0
43.587177,-0.6595704,0
-71.9138,-15.5876465,1
-36.70702,37.490818,2
10.134709,-43.190414,3
-20.053072,18.162178,2
-8.946797,-29.295435,3
44.145588,54.63444,2
-50.341667,-64.94226,3
24.669441,-13.5843,3
-93.7714,34.12684,1
-40.769035,66.89592,2
16.415695,-11.244982,3
37.19375,-42.520927,3
60.310253,-48.212852,0
-5.883793,35.71891,2
24.636375,76.79705,2
-6.049067,63.286613,2
-21.547836,13.955366,2
12.287585,-71.10298,3
-32.788124,-25.256033,1
-31.971512,79.491135,2
-60.38504,-43.49169,1
63.562992,18.78464,0
36.93919,48.85299,2
-10.740203,58.564846,2
12.262124,-75.87467,3
-16.216509,-85.238,3
-4.1175995,-2.540841,3
-92.49024,-0.589116,1
57.53542,31.400282,0
-9.669273,-29.621134,3
-96.85086,30.142767,1
-38.309372,-12.259073,1
-32.8489,79.85801,2
43.13447,21.174257,0
42.049316,-26.179695,0
-23.099457,3.706833,1
36.536575,27.396204,0
18.178728,-13.385556,3
39.64119,65.082756,2
-39.749065,35.072117,2
-43.765984,72.74943,2
16.175598,34.61489,2
61.961727,-13.898194,0
-32.788006,-25.256044,1
6.6394534,-54.641323,3
61.666576,25.165289,0
-74.02058,38.246376,1
-9.339932,-21.576054,3
-81.20283,39.971516,1
101.135254,-23.643744,0
59.02433,3.5110502,0
-25.2019,-72.16125,3
43.315704,-28.883488,0
-12.632303,-36.718506,3
-23.40097,6.885447,1
-2.2903075,-9.540174,3
63.234776,19.674585,0
3.7539928,-48.915012,3
-50.999474,-64.49146,3
-42.873367,-38.34319,1
43.524124,-18.241648,0
3.939969,-54.341057,3
-46.079258,52.566254,2
58.47665,-58.515488,3
-48.314903,-41.564358,1
-70.60045,-6.352149,1
-86.3338,37.501022,1
-24.191513,-57.817017,3
-25.572989,50.43536,2
-4.522132,-13.136818,3
-67.80895,2.024142,1
-15.151578,-79.57049,3
65.51178,50.10477,0
-26.378534,2.8852148,1
-3.309267,13.941092,2
64.15219,3.6361365,0
13.193499,-83.98636,3
9.931577,1.7321929,2
-27.1918,59.1762,2
-21.043802,-68.96049,3
12.974714,38.721703,2
-40.588047,68.20564,2
-36.735413,-8.318724,1
10.25342,-79.68163,3
-35.354763,-9.285205,1
84.557755,-29.332348,0
-92.561386,33.8942,1
18.11394,60.43548,2
25.22854,69.14724,2
-88.01089,39.209854,1
17.512001,6.398996,2
40.11763,-59.11061,3
-70.47779,-35.31793,1
-34.142155,-21.924734,1
-74.92854,38.436802,1
-51.01297,-63.813553,3
-60.60715,18.642721,1
18.606335,14.713437,2
6.1994843,-64.14947,3
-50.999268,-64.49357,3
-85.77042,38.296745,1
60.78969,-42.438652,0
-38.415787,-30.971575,1
-68.68805,-34.994564,1
9.040418,-30.649668,3
-45.37947,-39.84168,1
39.10146,26.378904,0
-11.960929,-74.36529,3
12.401796,-64.92468,3
-5.542363,-2.9359117,3
-9.866235,-22.765078,3
18.943935,61.757965,2
12.888031,48.474407,2
-21.868038,-80.91072,3
106.45075,-15.828993,0
-52.31057,-66.274475,3
41.371906,-33.80309,3
-82.16618,39.954445,1
-62.440674,9.61003,1
-45.060265,41.150112,2
60.13714,3.732333,0
13.691826,42.956547,2
59.34448,-0.911839,0
37.507103,2.8493505,0
47.198383,-63.22469,3
-92.52658,-0.36483005,1
6.8586736,-47.963932,3
70.45921,50.984623,0
-52.233765,-67.1801,3
36.602947,34.686424,0
63.331093,-17.893208,0
-51.8833,-67.46682,3
-45.446682,56.611664,2
-46.70649,73.18483,2
43.700924,5.3958387,0
-8.340461,-2.4617345,3
82.256744,-3.7634976,0
85.132904,37.610405,0
-91.7731,36.44127,1
-52.31057,-66.274475,3
-20.399475,22.84173,2
-9.956145,-7.662044,3
24.57305,69.86583,2
93.387726,-30.851517,0
10.799495,-46.564945,3
-47.12348,-66.41891,3
-21.789772,-52.149605,3
-21.441326,-78.40464,3
-20.977648,-12.816292,3
60.91837,-8.855077,0
-68.24246,2.0233872,1
41.642727,54.77016,2
-26.908827,54.61281,2
16.70871,69.479645,2
-39.36501,-9.342878,1
50.5016,-60.765926,3
60.84576,30.164948,0
14.954804,-79.04789,3
61.800053,17.279503,0
-35.213535,76.80008,2
61.557552,35.50778,0
46.34492,-62.031967,3
-7.362625,8.120857,2
-38.656498,-28.00602,1
41.51987,1.5936401,0
9.518688,0.32523873,2
-3.6426947,48.326794,2
11.0023155,26.558208,2
-14.38254,-20.513954,3
0.45858753,3.3651104,2
-101.0496,24.249952,1
61.38444,13.6112585,0
-2.7634625,30.896496,2
59.894093,17.001617,0
34.174313,-35.20499,3
19.395712,-18.429127,3
13.092293,77.961395,2
41.771507,54.783348,2
-12.354067,-54.649807,3
20.681152,10.104242,2
23.592592,-7.074916,0
-49.84126,-66.86911,3
-34.156364,-18.193872,1
-85.9099,37.91275,1
21.598053,-18.346153,3
64.450775,47.7912,0
87.50831,15.455531,0
42.140186,-24.89949,0
-60.14217,8.592482,1
-4.44939,20.73635,2
35.92397,-52.57848,3
46.883793,-63.816303,3
15.929588,18.144182,2
71.753,49.588512,0
-2.6626797,17.689377,2
-47.16721,62.394676,2
37.120266,12.490216,0
20.546114,37.126175,2
-33.256176,-26.48508,1
62.56725,-16.28238,0
14.681728,-79.32367,3
62.639378,46.70479,0
-73.193665,-27.466661,1
60.88108,-51.46549,0
-38.007145,29.752705,2
34.105927,-56.458786,3
-29.640848,-1.3879371,1
-23.722446,21.07623,2
-10.597829,41.101574,2
-68.44761,-5.829911,1
87.78763,15.0066805,0
50.424866,-58.14798,3
-37.36658,-34.940155,1
16.110283,-32.456398,3
17.317198,-22.598988,3
-62.919815,28.778141,1
-74.08559,-12.958131,1
18.423702,14.734188,2
-32.620758,-3.1798563,1
-42.21154,36.69957,2
81.024574,-9.661311,0
-9.719714,-91.72164,3
-92.41009,0.028750077,1
44.5317,21.991667,0
28.578928,79.784744,2
64.048035,-34.504894,0
-51.31579,-65.71248,3
11.598375,33.4264,2
62.193153,16.979645,0
-46.302597,52.751514,2
-26.900885,73.22389,2
-84.93965,39.05966,1
42.8967,49.664234,2
26.999529,84.856735,2
25.173363,76.62359,2
-34.765404,-29.89331,1
37.239326,-60.335182,3
-48.127945,-40.889744,1
-73.78399,38.673206,1
36.857635,65.5932,2
-51.31579,-65.71248,3
10.235927,73.98122,2
15.950869,20.952908,2
-92.06796,0.19013886,1
-30.001902,2.3473935,1
-2.4107385,14.9094095,2
-28.009382,-70.79013,3
10.940969,-47.035973,3
11.761176,19.888222,2
-68.60839,-1.6383797,1
-73.440125,-24.092783,1
-13.124932,-35.51167,3
-18.248459,78.248085,2
-29.550125,-1.2675879,1
8.693968,-37.376072,3
-72.063644,-29.145073,1
16.493267,-11.10112,3
39.25814,65.15163,2
-3.4027708,15.709257,2
-38.37093,-8.0466795,1
-68.33286,1.5061861,1
-3.8209577,46.692223,2
-12.054087,-48.983154,3
105.63151,-17.245785,0
-28.981234,-61.6035,3
40.435413,-9.007168,0
64.03349,-39.109303,0
-39.630276,20.8675,1
81.57906,-25.431322,0
-32.281258,76.79424,2
9.369493,71.55718,2
-42.382423,49.353806,2
-25.112291,51.92247,2
-21.4208,11.505451,2
-95.64669,32.02484,1
-9.994478,4.664682,2
52.373558,-59.981804,3
-33.89757,-22.388767,1
-27.438047,-51.179573,3
-9.013492,65.3311,2
-56.56944,-41.623753,1
-25.918863,72.49379,2
-69.5232,36.091938,1
59.382507,31.847002,0
60.480537,-52.649868,3
-91.57246,0.0474654,1
-50.76198,-66.88579,3
21.125893,-23.574636,3
21.686401,-15.833126,3
61.721546,-49.10141,0
10.874778,-85.37306,3
-7.9929037,42.108322,2
-24.325153,81.84754,2
39.369286,-48.479305,3
-74.77418,-24.648531,1
-9.723858,-51.3381,3
40.73627,-61.541405,3
-3.7655501,44.95027,2
15.750759,-29.30583,3
-10.333325,-10.1414175,3
60.06577,43.714703,0
9.909297,-80.50346,3
84.70964,4.8138866,0
73.74628,52.133053,0
-61.78799,20.885824,1
-8.451538,25.199713,2
-19.819954,20.925337,2
42.89651,67.513275,2
-44.901524,62.667538,2
-58.26439,18.700695,1
-1.3221608,-72.65328,3
-28.459929,-62.636993,3
-5.7095737,23.432884,2
-2.5361533,1.3713586,2
61.47615,13.903935,0
-0.12943764,-81.48056,3
-91.57246,0.0474654,1
-29.510427,-55.197273,3
-70.80879,-6.1015263,1
-21.739876,-60.669197,3
-2.9540083,16.208643,2
-39.40507,37.837788,2
-51.31579,-65.71248,3
-73.193634,-27.466644,1
89.10186,23.091911,0
36.486053,-27.404373,3
-24.845299,73.068375,2
-22.276304,76.30198,2
-12.32852,-85.836296,3
6.453142,-59.1713,3
39.313927,67.24948,2
-59.09833,18.92629,1
46.75096,-64.0551,3
62.52575,1.4736794,0
-48.44828,50.647144,2
-11.340248,-53.857777,3
24.634195,70.03352,2
-45.35413,41.663723,2
-68.46281,-1.4341962,1
-3.7522418,5.554543,2
-2.1505728,14.30198,2
-20.05429,20.514423,2
-9.257809,-21.983446,3
-23.419483,-60.11338,3
49.886772,-60.904316,3
-35.325573,-30.83792,1
-62.282444,29.903502,1
60.714314,-46.95869,0
40.90861,41.880646,0
-64.835846,4.450903,1
36.37718,27.629004,0
-10.371074,55.482872,2
82.518166,-27.12141,0
40.28439,34.698,0
-39.972897,69.82775,2
-17.927973,-80.48829,3
-92.17563,34.196716,1
19.020903,39.065067,2
37.127277,13.322807,0
-25.83275,59.943176,2
81.89721,-25.7954,0
-60.41454,-44.138176,1
60.304512,18.057459,0
-72.723366,38.339096,1
-12.794843,-37.169136,3
0.5493818,-84.24257,3
37.746628,-3.2233658,0
60.610382,20.792978,0
61.501648,23.619421,0
12.050639,-50.963573,3
-83.703156,39.607468,1
-65.272934,2.3562007,1
-23.499569,73.3157,2
-6.079417,36.811733,2
14.699559,19.943426,2
11.883342,-6.4849353,3
15.959534,57.69989,2
58.147835,34.412647,0
-34.89658,-21.414757,1
37.575745,-26.167948,3
-14.620637,47.861206,2
-24.247934,-45.663586,3
-65.360695,4.058674,1
-18.32451,-78.83343,3
31.5672,-53.910786,3
61.18176,-26.246527,0
-94.91901,-2.7307076,1
-38.750217,30.594172,2
-23.101883,-78.792404,3
-29.8926,4.653764,1
-1.2229002,-72.286674,3
-72.120056,-32.566322,1
-19.238447,-70.38147,3
-50.122753,-66.37515,3
91.398605,-31.49521,0
-11.631746,-22.179117,3
7.7895794,-77.89216,3
-11.064234,-44.148426,3
1.2857432,-91.07367,3
21.153866,-26.712107,3
-73.079285,37.925594,1
-24.202656,-45.02047,3
15.9649105,5.974258,2
14.034836,64.63954,2
12.65104,-9.696063,3
-35.369312,-20.523808,1
-5.226261,-4.587432,3
-44.82125,-40.349644,1
86.60054,34.951797,0
-86.23977,38.08534,1
30.184134,-48.31502,3
35.69487,18.828508,0
-58.469193,17.750343,1
11.274995,-87.3103,3
-59.098072,18.926289,1
-4.6046467,20.900059,2
0.8438194,4.0303426,2
-71.38841,37.800117,1
-25.1396,-43.052883,3
-20.760906,-55.730335,3
-94.919945,-2.732,1
39.34977,14.128079,0
18.142456,6.5364475,2
64.12453,-34.278214,0
-46.204018,73.2864,2
-71.49963,-5.53585,1
6.6631055,-54.16552,3
-57.797527,-46.361626,1
-92.32897,-0.83093107,1
38.517117,25.47179,0
-72.77877,-10.676855,1
36.662888,-0.40096453,0
-37.662407,-5.454793,1
43.51005,20.567995,0
-10.268245,-17.852888,3
-8.517075,-25.899786,3
-39.70279,37.334843,2
36.91509,-60.40814,3
-74.63697,-25.71852,1
35.902145,19.290155,0
-51.31579,-65.71248,3
-10.38799,59.27046,2
-12.115418,64.94285,2
42.694504,10.631437,0
38.928185,6.882047,0
-95.86345,-3.7613244,1
37.95588,61.302338,2
-39.487755,-31.371998,1
4.5425224,-50.595695,3
-43.394814,-37.834415,1
38.912533,59.507305,2
-91.63,34.627995,1
61.43273,42.840324,0
15.617477,35.52773,2
-1.5299559,2.3312275,2
16.880297,-24.502308,3
-8.946017,-21.774986,3
-70.84469,-6.760142,1
87.42763,8.887676,0
-3.0531898,19.680075,2
40.833218,42.001762,0
40.814243,13.082396,0
-20.469448,20.282972,2
37.715405,41.53826,2
13.05732,8.987105,2
60.486183,-40.831352,0
30.271921,-51.539303,3
38.513718,-6.065257,0
-32.200314,33.947235,2
-12.739406,-52.55709,3
-8.143892,-15.138194,3
36.639095,21.37989,0
86.88528,34.970284,0
-15.740346,-29.109535,3
-24.82967,-44.548687,3
-58.461903,-43.983902,1
63.922226,11.410432,0
-94.91995,-2.7320006,1
19.151957,39.41609,2
82.88771,-10.632996,0
-28.074482,55.577934,2
59.640965,-28.601364,0
-83.04272,39.68951,1
11.709065,-11.791732,3
-25.457787,50.326756,2
-21.495947,-67.416794,3
-8.943358,-89.52074,3
13.630026,-33.71565,3
36.166748,-47.704998,3
-11.042298,-87.80485,3
62.00699,-43.794037,0
37.598473,21.113066,0
18.346064,61.925655,2
-46.42277,49.755596,2
-27.941095,-1.5070096,1
7.128542,-27.555021,3
68.253395,50.500877,0
65.10004,5.9311643,0
-73.19382,-27.46676,1
36.42075,-37.698933,3
-43.651375,-36.52829,1
-11.636334,-46.91962,3
4.9263744,-40.333603,3
11.946784,51.852356,2
-70.77999,38.908012,1
37.40612,4.1806083,0
86.57704,39.34137,0
8.245382,-57.12247,3
-3.3286254,13.878963,2
39.373463,41.761677,2
12.587415,-64.486885,3
-58.886063,-44.339493,1
-48.65961,70.4763,2
-8.349542,68.99219,2
-65.7171,34.036972,1
-29.42024,31.48022,2
113.12227,10.807582,0
9.795302,-52.180317,3
24.629343,-6.671509,0
-12.576342,-24.57396,3
-61.6055,14.760919,1
-51.98934,-66.60887,3
-19.768585,-77.623116,3
-30.374502,1.6368443,1
-65.16258,1.4164617,1
-41.2437,-32.178528,1
-27.330685,-71.99838,3
-74.24307,-19.896122,1
-39.091152,46.946934,2
78.7972,46.771362,0
34.256947,-34.722458,3
-10.853695,64.956535,2
17.269102,45.70477,2
-58.37945,-43.542263,1
54.283314,-61.78755,3
24.631588,69.989586,2
8.782421,-0.10445032,3
35.514874,71.83459,2
-47.677437,49.25792,2
-34.31207,-3.573856,1
16.736513,-30.981829,3
21.03472,0.93705106,0
13.564777,-70.0532,3
-61.668648,13.943062,1
14.98209,73.420906,2
38.057472,59.0241,2
-35.758205,76.774925,2
-20.686499,11.073329,2
4.046956,-33.85848,3
-92.41009,0.028750077,1
33.83451,72.97768,2
-50.99907,-64.4853,3
-22.44091,-81.58373,3
-3.7935605,49.34345,2
79.91536,-20.176537,0
-0.7727956,-90.716446,3
88.81182,14.418652,0
-69.756615,-5.164338,1
63.74238,-39.677334,0
13.310932,-34.167824,3
-76.24512,39.136127,1
-27.176842,-71.79495,3
-85.645775,39.218376,1
-35.895138,-11.654136,1
-65.68309,1.1200111,1
12.901282,38.116646,2
-29.174776,-61.608513,3
-11.713223,-45.076294,3
9.612838,-85.8588,3
-14.812628,-21.923285,3
42.93441,-7.724905,0
5.026348,-40.580673,3
-24.984339,-44.406773,3
63.166725,-20.33065,0
-46.08424,62.308323,2
12.606966,-31.672754,3
-68.9426,-3.7593439,1
