TSNE1,TSNE2,Churn,Cluster
-113.892006,40.727703,0,0
-30.007418,112.106346,0,2
7.1434913,-69.364204,0,1
-57.351025,119.94312,0,0
-26.316317,-68.927444,0,1
-9.107267,69.38423,1,2
28.095663,-68.95124,0,1
8.801344,-29.869371,0,1
-19.638947,-53.679996,0,1
-3.2447731,-54.367825,0,1
-1.5100118,-67.77205,0,1
-46.399086,98.15571,0,0
-98.479774,58.863163,0,0
-41.97156,-48.232483,0,1
7.814847,-46.807106,0,1
-80.89952,71.503,0,0
-80.89952,71.503,0,0
11.062642,-31.871454,0,1
-57.351025,119.94312,0,0
-34.295845,-0.0025798013,0,0
-84.53466,104.86347,0,0
1.4444861,-30.93428,0,1
-80.89952,71.503,0,0
-82.0311,47.916515,0,0
-34.747707,-54.912544,0,1
-36.7284,-54.34949,0,1
-121.977295,19.86439,0,0
-0.8954367,-68.146774,0,1
-57.351025,119.94312,0,0
-16.236286,69.76986,1,2
-2.12324,-107.616776,0,1
-6.18959,-42.435356,0,1
17.628557,-68.13135,0,1
-65.78762,89.6786,0,0
-84.53466,104.86347,0,0
-46.399086,98.15571,0,0
-47.738537,-2.1831777,0,0
-50.479076,59.795998,0,0
-121.977295,19.86439,0,0
-42.316883,-3.9354417,0,0
-109.24874,7.1153293,0,0
-9.051692,68.10082,1,2
-64.910995,-1.8678992,0,0
20.617487,-42.314228,0,1
-123.30294,-5.2285843,0,0
-54.11041,-38.535606,0,1
-61.09642,70.9135,0,0
-46.399086,98.15571,0,0
-45.582626,79.917915,0,0
-28.211935,-29.904575,0,1
-103.37738,84.27727,0,0
-63.50778,12.6340065,0,0
7.79949,-37.710995,0,1
-96.77204,39.23865,0,0
-98.479774,58.863163,0,0
-98.479774,58.863163,0,0
-46.55998,77.98546,0,0
-57.351025,119.94312,0,0
-50.479076,59.795998,0,0
-66.41504,23.452038,0,0
-27.997402,-25.696974,0,1
-84.53466,104.86347,0,0
-80.89952,71.503,0,0
-9.326897,-103.745026,0,1
-47.91494,46.48582,0,0
-80.89952,71.503,0,0
-121.977295,19.86439,0,0
-103.37738,84.27727,0,0
-7.67322,-101.71323,0,1
-113.892006,40.727703,0,0
9.4497385,-32.719864,0,1
-10.014201,69.047226,1,2
-28.783453,-4.1060824,0,1
9.422864,-41.086605,0,1
-10.218395,68.186264,1,2
-10.696439,67.12612,1,2
-65.78762,89.6786,0,0
-3.951841,-46.51149,0,1
-65.78762,89.6786,0,0
-55.027473,33.874817,0,0
-9.16585,-32.55556,0,1
-9.679107,70.28098,1,2
-66.08019,53.7473,0,0
-65.78762,89.6786,0,0
-23.542618,-46.010563,0,1
-11.287769,-42.34821,0,1
-65.55086,-1.5950474,0,0
19.127054,-87.27035,0,1
-10.696439,67.12612,1,2
20.330626,-66.99662,0,1
-45.582626,79.917915,0,0
12.525846,-37.0717,0,1
3.4405675,-43.449963,0,1
-80.89952,71.503,0,0
-47.91494,46.48582,0,0
-65.78762,89.6786,0,0
-113.938515,-22.311354,0,0
-57.351025,119.94312,0,0
-98.479774,58.863163,0,0
-1.7627491,-60.106945,0,1
-32.027714,-59.37577,0,1
15.663424,-84.9063,0,1
4.5945935,-58.482674,0,1
-63.50778,12.6340065,0,0
-82.0311,47.916515,0,0
-63.50778,12.6340065,0,0
-30.007418,112.106346,0,2
14.956829,-36.658775,0,1
-12.145837,-49.06454,0,1
-10.696439,67.12612,1,2
-10.127053,113.25335,0,2
-0.0794387,-68.36839,0,1
12.092397,-43.184643,0,1
-16.496317,-57.306484,0,1
-12.645847,-102.63216,0,1
12.255278,-39.838436,0,1
-7.6652665,-34.891228,0,1
-84.53466,104.86347,0,0
-0.57937574,-61.99031,0,1
-98.479774,58.863163,0,0
-57.351025,119.94312,0,0
22.805925,-80.92107,0,1
-34.295845,-0.0025798013,0,0
-45.582626,79.917915,0,0
-45.027573,-47.386833,0,1
-84.53466,104.86347,0,0
-28.783453,-4.1060824,0,1
-26.171684,-36.977604,0,1
-9.051692,68.10082,1,2
-109.24874,7.1153293,0,0
9.524284,-41.128757,0,1
-28.618235,135.25395,0,2
-65.78762,89.6786,0,0
-12.036103,-49.65466,0,1
-11.991056,64.938446,1,2
-28.618235,135.25395,0,2
29.76495,-70.698204,0,1
-27.478418,-3.5455039,0,1
-80.89952,71.503,0,0
-77.67343,7.440246,0,0
13.569074,-42.40738,0,1
7.996578,-40.01752,0,1
-10.396156,-47.222595,0,1
-27.935202,-20.425398,0,1
-84.53466,104.86347,0,0
18.87409,-46.99836,0,1
-53.506916,22.685268,0,0
8.6412945,-38.42397,0,1
-61.09642,70.9135,0,0
0.8292198,-35.266563,0,1
-79.028824,7.4933195,0,0
-53.474037,-37.801975,0,1
23.817518,-66.84046,0,1
-3.0411355,-57.893383,0,1
22.088646,-67.12662,0,1
-96.77204,39.23865,0,0
23.10567,-41.328484,0,1
17.124458,-108.64811,0,1
15.538753,-47.567036,0,1
-82.0311,47.916515,0,0
20.881025,-68.969154,0,1
-11.575443,68.78856,1,2
-28.618235,135.25395,0,2
-80.89952,71.503,0,0
-57.351025,119.94312,0,0
2.6599693,-37.044476,0,1
-61.09642,70.9135,0,0
-121.977295,19.86439,0,0
-30.007418,112.106346,0,2
22.661028,-42.391388,0,1
-57.351025,119.94312,0,0
-60.873566,-0.5633352,0,0
18.239931,-83.50509,0,1
-66.009415,24.710714,0,0
-84.53466,104.86347,0,0
-1.3751136,-61.063206,0,1
-2.8531206,-107.88671,0,1
-96.77204,39.23865,0,0
-53.506916,22.685268,0,0
-9.441836,-103.032364,0,1
-11.575443,68.78856,1,2
-57.351025,119.94312,0,0
11.284705,-67.412964,0,1
-123.30294,-5.2285843,0,0
-77.67343,7.440246,0,0
-58.938477,70.108665,0,0
-80.89952,71.503,0,0
-29.04273,-18.73431,0,1
7.411177,-56.991886,0,1
-42.370388,-49.76282,0,1
8.403676,-45.70647,0,1
-10.769432,71.07784,1,2
-113.892006,40.727703,0,0
-57.351025,119.94312,0,0
-6.531311,-40.870445,0,1
-79.028824,7.4933195,0,0
-58.938477,70.108665,0,0
-28.618235,135.25395,0,2
17.863808,-47.459938,0,1
-8.126828,-47.616978,0,1
-96.77204,39.23865,0,0
-123.30294,-5.2285843,0,0
-6.843567,-103.08429,0,1
-96.77204,39.23865,0,0
-69.897156,-2.6012979,0,0
-39.609917,-50.74509,0,1
-61.09642,70.9135,0,0
8.324368,-40.916084,0,1
-65.49945,-1.2662549,0,0
-68.126495,35.310017,0,0
-0.84331435,-53.800083,0,1
-96.77204,39.23865,0,0
-57.351025,119.94312,0,0
-80.89952,71.503,0,0
-63.50778,12.6340065,0,0
-66.08019,53.7473,0,0
-11.1243105,-50.998474,0,1
-13.343529,-101.68011,0,1
-74.50441,13.013856,0,0
-11.575443,68.78856,1,2
-82.0311,47.916515,0,0
-121.977295,19.86439,0,0
-10.127053,113.25335,0,2
-11.575443,68.78856,1,2
-109.24874,7.1153293,0,0
-48.36753,-2.5560324,0,0
-82.0311,47.916515,0,0
-121.977295,19.86439,0,0
-44.01589,-47.04273,0,1
-28.618235,135.25395,0,2
-13.395928,70.9295,1,2
-11.575443,68.78856,1,2
-57.351025,119.94312,0,0
-5.499051,-46.02477,0,1
-38.19115,-52.98106,0,1
-28.868158,-65.16011,0,1
-10.706701,-44.394955,0,1
-103.37738,84.27727,0,0
12.496875,-39.01598,0,1
-66.08019,53.7473,0,0
-109.24874,7.1153293,0,0
-13.395928,70.9295,1,2
-54.11041,-38.535606,0,1
-57.351025,119.94312,0,0
-35.220116,-55.215786,0,1
-46.399086,98.15571,0,0
-109.24874,7.1153293,0,0
-32.970543,-58.05175,0,1
-66.08019,53.7473,0,0
-28.618235,135.25395,0,2
-13.395928,70.9295,1,2
-53.506916,22.685268,0,0
-103.37738,84.27727,0,0
-30.007418,112.106346,0,2
-11.575443,68.78856,1,2
-98.479774,58.863163,0,0
-84.53466,104.86347,0,0
16.345661,-46.96992,0,1
12.532833,-41.481903,0,1
-66.48373,36.335197,0,0
-59.760536,-0.9834928,0,0
-57.351025,119.94312,0,0
-84.53466,104.86347,0,0
-98.479774,58.863163,0,0
-61.09642,70.9135,0,0
-26.51247,-67.97591,0,1
-65.78762,89.6786,0,0
-23.542618,-46.010563,0,1
-47.738537,-2.1831777,0,0
7.285823,-46.754726,0,1
-82.0311,47.916515,0,0
-42.77306,-48.72729,0,1
-96.77204,39.23865,0,0
-66.08019,53.7473,0,0
-27.349716,-33.001328,0,1
-84.53466,104.86347,0,0
-82.0311,47.916515,0,0
-113.892006,40.727703,0,0
-11.575443,68.78856,1,2
-30.007418,112.106346,0,2
-53.506916,22.685268,0,0
-25.058592,-8.504709,0,1
-3.3610904,-54.987423,0,1
-47.91494,46.48582,0,0
-98.479774,58.863163,0,0
-11.931738,-52.72632,0,1
-5.914902,-66.16226,0,1
-5.1631804,-62.576725,0,1
-47.91494,46.48582,0,0
-45.582626,79.917915,0,0
21.490072,-87.69446,0,1
-30.007418,112.106346,0,2
-66.08019,53.7473,0,0
-5.467358,-30.783924,0,1
-28.211935,-29.904575,0,1
4.704299,-59.793823,0,1
-113.892006,40.727703,0,0
3.2497628,-53.941486,0,1
-8.153976,-64.86761,0,1
-121.977295,19.86439,0,0
-123.30294,-5.2285843,0,0
-74.1395,1.4515308,0,0
-66.08019,53.7473,0,0
-49.06592,-42.926228,0,1
-27.009523,-27.719072,0,1
-25.949574,-40.91772,0,1
27.62134,-68.503876,0,1
-10.127053,113.25335,0,2
-53.506916,22.685268,0,0
-4.5744476,-46.080917,0,1
10.245114,-111.376114,0,1
-30.007418,112.106346,0,2
21.321833,-69.84087,0,1
20.187363,-68.47584,0,1
-57.351025,119.94312,0,0
-30.650822,-14.324997,0,1
-13.395928,70.9295,1,2
13.713224,-36.09221,0,1
-13.395928,70.9295,1,2
-24.684532,-44.407158,0,1
-82.0311,47.916515,0,0
-57.351025,119.94312,0,0
-66.08019,53.7473,0,0
-65.78762,89.6786,0,0
18.14534,-46.3842,0,1
-79.028824,7.4933195,0,0
-5.253124,-62.18979,0,1
-84.53466,104.86347,0,0
-84.53466,104.86347,0,0
-84.53466,104.86347,0,0
-80.89952,71.503,0,0
-20.06009,91.45095,1,2
-45.582626,79.917915,0,0
-66.08019,53.7473,0,0
-113.938515,-22.311354,0,0
-57.351025,119.94312,0,0
-28.618235,135.25395,0,2
-66.41504,23.452038,0,0
9.767534,-35.39178,0,1
-6.868577,-36.550423,0,1
-121.977295,19.86439,0,0
-39.609917,-50.74509,0,1
-123.30294,-5.2285843,0,0
-29.80273,-61.49957,0,1
-76.25046,0.7033901,0,0
-65.78762,89.6786,0,0
-46.399086,98.15571,0,0
-16.377726,68.02499,1,2
-66.08019,53.7473,0,0
-6.747836,-34.883057,0,1
-47.91494,46.48582,0,0
-82.0311,47.916515,0,0
-66.08019,53.7473,0,0
-96.77204,39.23865,0,0
-20.06009,91.45095,1,2
29.258833,-70.136375,0,1
-46.399086,98.15571,0,0
-46.399086,98.15571,0,0
-121.977295,19.86439,0,0
7.1434913,-69.364204,0,1
-66.08019,53.7473,0,0
-121.977295,19.86439,0,0
14.040114,-52.563248,0,1
-96.77204,39.23865,0,0
4.4845743,-111.1436,0,1
-55.112736,-37.068436,0,1
15.809895,-84.46924,0,1
-14.06396,-61.45262,0,1
-109.24874,7.1153293,0,0
-123.30294,-5.2285843,0,0
-29.059822,-17.72615,0,1
-2.596351,-48.23517,0,1
-103.37738,84.27727,0,0
-60.873566,-0.5633352,0,0
14.06465,-52.30922,0,1
-57.351025,119.94312,0,0
-80.89952,71.503,0,0
-57.351025,119.94312,0,0
-47.258236,-0.49299684,0,0
-113.938515,-22.311354,0,0
-0.8251417,-107.86137,0,1
-28.249926,-64.7925,0,1
12.427208,-67.93764,0,1
-103.37738,84.27727,0,0
3.9214587,-58.97674,0,1
-10.789447,-63.71328,0,1
-56.375896,-36.617912,0,1
-25.58889,-7.6202354,0,1
-55.027473,33.874817,0,0
-46.399086,98.15571,0,0
-84.53466,104.86347,0,0
-47.91494,46.48582,0,0
-54.93285,35.725277,0,0
-113.938515,-22.311354,0,0
-65.78762,89.6786,0,0
20.242033,-39.89382,0,1
-84.53466,104.86347,0,0
-82.0311,47.916515,0,0
-80.89952,71.503,0,0
-34.219234,-57.123802,0,1
-98.479774,58.863163,0,0
2.878404,-70.02361,0,1
-47.91494,46.48582,0,0
-13.14781,-60.548653,0,1
-98.479774,58.863163,0,0
-53.396645,34.60893,0,0
-47.91494,46.48582,0,0
-113.938515,-22.311354,0,0
-80.89952,71.503,0,0
-66.41504,23.452038,0,0
-11.869397,-44.620842,0,1
-16.377726,68.02499,1,2
-47.91494,46.48582,0,0
-61.09642,70.9135,0,0
-123.30294,-5.2285843,0,0
-84.53466,104.86347,0,0
-57.351025,119.94312,0,0
-80.89952,71.503,0,0
-16.377726,68.02499,1,2
-121.977295,19.86439,0,0
-3.6508076,-67.34068,0,1
-28.618235,135.25395,0,2
-30.695908,-15.575028,0,1
28.551495,-71.551,0,1
-109.24874,7.1153293,0,0
-65.78762,89.6786,0,0
-20.06009,91.45095,1,2
-6.208714,-40.820717,0,1
-66.41504,23.452038,0,0
-121.977295,19.86439,0,0
-82.0311,47.916515,0,0
-10.47906,69.86601,1,2
-35.52783,-0.6382881,0,0
-9.640963,-64.07718,0,1
-98.479774,58.863163,0,0
-10.412327,-49.253525,0,1
-17.34579,-55.881428,0,1
4.1402106,-39.368687,0,1
-28.618235,135.25395,0,2
-27.24188,-35.393932,0,1
18.971804,-43.2605,0,1
-46.399086,98.15571,0,0
-123.30294,-5.2285843,0,0
-121.977295,19.86439,0,0
-28.618235,135.25395,0,2
-82.0311,47.916515,0,0
-34.935905,0.9432421,0,0
-12.024772,71.82287,1,2
-29.279892,-12.10771,0,1
-98.479774,58.863163,0,0
-113.892006,40.727703,0,0
13.506679,-39.901005,0,1
-10.769432,71.07784,1,2
-26.210627,-72.81489,0,1
-46.399086,98.15571,0,0
19.098244,-41.73436,0,1
-68.096924,37.34395,0,0
-29.41409,-10.951803,0,1
30.16129,-70.81878,0,1
-29.851702,-14.969895,0,1
-11.764116,70.45111,1,2
-103.37738,84.27727,0,0
33.245747,-77.3472,0,1
-10.127053,113.25335,0,2
-65.1101,12.740335,0,0
-66.41504,23.452038,0,0
24.855482,-67.99591,0,1
-103.37738,84.27727,0,0
-46.399086,98.15571,0,0
-30.007418,112.106346,0,2
-103.37738,84.27727,0,0
-11.764116,70.45111,1,2
20.942137,-86.00119,0,1
-123.30294,-5.2285843,0,0
-28.618235,135.25395,0,2
-46.55998,77.98546,0,0
-49.221104,-43.667393,0,1
-6.658295,-104.60078,0,1
11.3361225,-32.32325,0,1
-4.063732,-54.366585,0,1
-79.028824,7.4933195,0,0
21.497585,-38.928406,0,1
3.5664282,-43.526024,0,1
-49.26211,58.265224,0,0
-121.977295,19.86439,0,0
2.7529488,-41.570255,0,1
-65.78762,89.6786,0,0
16.553745,-107.705345,0,1
32.31343,-75.31783,0,1
-36.190575,-53.554173,0,1
-57.351025,119.94312,0,0
-103.37738,84.27727,0,0
-46.55998,77.98546,0,0
-60.873566,-0.5633352,0,0
-28.618235,135.25395,0,2
-66.08019,53.7473,0,0
20.60687,-48.61515,0,1
24.73644,-68.50721,0,1
-55.027473,33.874817,0,0
-96.77204,39.23865,0,0
18.567598,-84.84174,0,1
-96.77204,39.23865,0,0
12.917788,-112.60353,0,1
-50.479076,59.795998,0,0
-22.295147,-48.051575,0,1
-109.24874,7.1153293,0,0
-67.008156,25.904984,0,0
-65.1101,12.740335,0,0
-10.127053,113.25335,0,2
-103.37738,84.27727,0,0
-75.39172,1.4259647,0,0
-84.53466,104.86347,0,0
21.778801,-42.26571,0,1
-16.377726,68.02499,1,2
-61.11566,0.67171025,0,0
-15.148518,-58.49392,0,1
13.027734,-35.097458,0,1
-16.377726,68.02499,1,2
-49.221104,-43.667393,0,1
-29.73279,-18.786335,0,1
-2.1459548,-36.575317,0,1
-30.007418,112.106346,0,2
-48.6007,-1.2221837,0,0
17.080744,-46.913235,0,1
-69.223206,36.04314,0,0
-30.007418,112.106346,0,2
-80.89952,71.503,0,0
-67.751816,24.455246,0,0
-69.53857,-1.3152986,0,0
-82.0311,47.916515,0,0
26.186855,-73.594086,0,1
-52.6824,-40.122875,0,1
-57.076878,-35.269073,0,1
-28.783453,-4.1060824,0,1
-2.6570868,-53.72735,0,1
-28.618235,135.25395,0,2
-46.399086,98.15571,0,0
-103.37738,84.27727,0,0
-98.479774,58.863163,0,0
-96.77204,39.23865,0,0
-69.223206,36.04314,0,0
-73.343185,13.813606,0,0
16.971888,-67.57653,0,1
-80.89952,71.503,0,0
-69.223206,36.04314,0,0
-16.496317,-57.306484,0,1
-30.650822,-14.324997,0,1
-5.8064528,-62.12944,0,1
-84.53466,104.86347,0,0
-38.19115,-52.98106,0,1
-4.5951767,-29.717138,0,1
-16.377726,68.02499,1,2
-46.399086,98.15571,0,0
-121.977295,19.86439,0,0
-65.78762,89.6786,0,0
-26.355421,-75.274284,0,1
20.436632,-108.694275,0,1
-79.028824,7.4933195,0,0
-57.076878,-35.269073,0,1
-7.090302,-33.64613,0,1
5.0396533,-36.13858,0,1
-27.654833,-4.4808846,0,1
-55.112736,-37.068436,0,1
-8.763993,-34.994045,0,1
-16.377726,68.02499,1,2
0.46535486,-48.53413,0,1
-5.381937,-29.606718,0,1
-28.618235,135.25395,0,2
-61.09642,70.9135,0,0
-66.08019,53.7473,0,0
-53.506916,22.685268,0,0
-80.89952,71.503,0,0
-67.270256,35.651043,0,0
-16.377726,68.02499,1,2
-63.50778,12.6340065,0,0
-50.479076,59.795998,0,0
-47.91494,46.48582,0,0
-13.834909,64.68401,1,2
-80.89952,71.503,0,0
-46.399086,98.15571,0,0
-20.407015,68.15443,1,2
-2.0830364,-37.493904,0,1
-65.78762,89.6786,0,0
-13.834909,64.68401,1,2
-2.5764072,-106.61957,0,1
-13.834909,64.68401,1,2
-68.126495,35.310017,0,0
-46.55998,77.98546,0,0
-30.007418,112.106346,0,2
-41.550007,-48.49645,0,1
-27.559069,-67.65935,0,1
-109.24874,7.1153293,0,0
-65.78762,89.6786,0,0
-19.461632,-53.57338,0,1
-65.78762,89.6786,0,0
-25.58889,-7.6202354,0,1
-10.127053,113.25335,0,2
-98.479774,58.863163,0,0
-57.351025,119.94312,0,0
-84.53466,104.86347,0,0
-11.86179,-51.843193,0,1
-20.06009,91.45095,1,2
-28.618235,135.25395,0,2
-61.09642,70.9135,0,0
-13.834909,64.68401,1,2
22.099176,-41.779938,0,1
-113.938515,-22.311354,0,0
-7.809573,-34.711605,0,1
-69.897156,-2.6012979,0,0
-13.834909,64.68401,1,2
-65.78762,89.6786,0,0
-84.53466,104.86347,0,0
-79.028824,7.4933195,0,0
-29.851702,-14.969895,0,1
11.927867,-33.144634,0,1
-113.938515,-22.311354,0,0
-10.127053,113.25335,0,2
-80.89952,71.503,0,0
12.333878,-33.299953,0,1
-74.50441,13.013856,0,0
-57.351025,119.94312,0,0
-28.091646,-27.93254,0,1
9.184431,-66.80477,0,1
-7.83939,-31.847986,0,1
-113.892006,40.727703,0,0
-49.06592,-42.926228,0,1
-46.399086,98.15571,0,0
-74.50441,13.013856,0,0
-1.2520176,-55.972515,0,1
-27.117342,-25.417141,0,1
-82.0311,47.916515,0,0
-57.351025,119.94312,0,0
-59.760536,-0.9834928,0,0
-30.007418,112.106346,0,2
-113.938515,-22.311354,0,0
-69.223206,36.04314,0,0
-27.302446,-20.70695,0,1
2.9020824,-31.35692,0,1
-84.53466,104.86347,0,0
-57.351025,119.94312,0,0
-12.384114,-62.02123,0,1
18.007826,-45.38229,0,1
-0.41594177,-55.16014,0,1
-66.08019,53.7473,0,0
-50.479076,59.795998,0,0
-28.285845,-3.0534477,0,1
-26.432215,-80.01524,0,1
-20.06009,91.45095,1,2
-113.938515,-22.311354,0,0
-57.351025,119.94312,0,0
-98.479774,58.863163,0,0
19.215195,-90.14823,0,1
-84.53466,104.86347,0,0
1.810737,-53.534176,0,1
-47.91494,46.48582,0,0
-3.9262338,-47.89249,0,1
-67.751816,24.455246,0,0
-28.618235,135.25395,0,2
-113.938515,-22.311354,0,0
-98.479774,58.863163,0,0
-60.873566,-0.5633352,0,0
2.0620434,-42.291378,0,1
-54.93285,35.725277,0,0
4.432621,-37.153503,0,1
-13.834909,64.68401,1,2
-7.3414993,-103.78317,0,1
-80.89952,71.503,0,0
-38.19115,-52.98106,0,1
-30.007418,112.106346,0,2
-25.86001,-9.331193,0,1
-66.15549,37.24462,0,0
-96.77204,39.23865,0,0
20.414774,-71.21689,0,1
-121.977295,19.86439,0,0
-103.37738,84.27727,0,0
-2.440917,-109.13971,0,1
-121.977295,19.86439,0,0
-98.479774,58.863163,0,0
-8.305485,-104.30804,0,1
-9.483121,-40.767864,0,1
23.261675,-42.297615,0,1
0.91904825,-31.19374,0,1
-109.24874,7.1153293,0,0
-65.78762,89.6786,0,0
-10.127053,113.25335,0,2
21.208073,-85.31449,0,1
-27.997402,-25.696974,0,1
13.012486,-33.150784,0,1
-36.011353,-1.8422799,0,0
-57.351025,119.94312,0,0
20.92918,-87.998924,0,1
-10.127053,113.25335,0,2
-57.351025,119.94312,0,0
-66.08019,53.7473,0,0
-96.77204,39.23865,0,0
-98.479774,58.863163,0,0
-57.351025,119.94312,0,0
-7.228751,-102.353745,0,1
-113.938515,-22.311354,0,0
-123.30294,-5.2285843,0,0
-75.39172,1.4259647,0,0
-113.938515,-22.311354,0,0
-98.479774,58.863163,0,0
-57.351025,119.94312,0,0
-121.977295,19.86439,0,0
-103.37738,84.27727,0,0
14.5939245,-45.23097,0,1
-28.783453,-4.1060824,0,1
-28.618235,135.25395,0,2
10.6230955,-35.278698,0,1
-65.78762,89.6786,0,0
-66.08019,53.7473,0,0
-61.09642,70.9135,0,0
1.5847389,-47.95857,0,1
-64.910995,-1.8678992,0,0
-61.09642,70.9135,0,0
-13.834909,64.68401,1,2
22.968733,-66.87757,0,1
-34.870205,-55.603897,0,1
-23.542618,-46.010563,0,1
26.705952,-68.17216,0,1
29.13462,-69.81637,0,1
-46.399086,98.15571,0,0
-123.30294,-5.2285843,0,0
-50.88845,-41.919537,0,1
-2.0576608,-110.15658,0,1
-15.304641,66.29184,1,2
-109.24874,7.1153293,0,0
-80.89952,71.503,0,0
-123.30294,-5.2285843,0,0
-31.804882,-61.033516,0,1
-84.53466,104.86347,0,0
-28.618235,135.25395,0,2
21.867224,-43.145912,0,1
-123.30294,-5.2285843,0,0
-18.19981,-54.271416,0,1
-113.938515,-22.311354,0,0
-65.78762,89.6786,0,0
-0.4835788,-33.7732,0,1
-15.304641,66.29184,1,2
-10.041712,-48.215405,0,1
-57.351025,119.94312,0,0
-103.37738,84.27727,0,0
-36.7284,-54.34949,0,1
-46.399086,98.15571,0,0
-36.322872,0.7482457,0,0
-49.26211,58.265224,0,0
-73.343185,13.813606,0,0
-98.479774,58.863163,0,0
-30.007418,112.106346,0,2
-123.30294,-5.2285843,0,0
-28.211935,-29.904575,0,1
-37.50404,-52.708797,0,1
-46.55998,77.98546,0,0
-65.78762,89.6786,0,0
19.389122,-48.637875,0,1
4.5452375,-51.9001,0,1
-13.834909,64.68401,1,2
-49.25322,-0.4336903,0,0
-4.1645966,-54.917,0,1
-46.399086,98.15571,0,0
-7.2817416,-65.51868,0,1
-30.830278,-62.088184,0,1
-53.506916,22.685268,0,0
-46.399086,98.15571,0,0
-113.938515,-22.311354,0,0
-84.53466,104.86347,0,0
-10.127053,113.25335,0,2
-103.37738,84.27727,0,0
11.365488,-111.21078,0,1
-84.53466,104.86347,0,0
-82.0311,47.916515,0,0
-9.063707,-44.87088,0,1
-41.385033,-3.6020877,0,0
10.252884,-68.77494,0,1
-113.938515,-22.311354,0,0
-121.977295,19.86439,0,0
-27.559069,-67.65935,0,1
-65.78762,89.6786,0,0
-26.352848,-8.39607,0,1
-4.2320323,-105.45449,0,1
-84.53466,104.86347,0,0
16.971888,-67.57653,0,1
-8.84156,-104.43551,0,1
-66.08019,53.7473,0,0
-54.93285,35.725277,0,0
32.569126,-75.90498,0,1
-26.305891,-78.90543,0,1
-98.479774,58.863163,0,0
-25.86001,-9.331193,0,1
1.170093,-40.194347,0,1
-46.399086,98.15571,0,0
-84.53466,104.86347,0,0
-47.91494,46.48582,0,0
-98.479774,58.863163,0,0
-28.618235,135.25395,0,2
-103.37738,84.27727,0,0
9.131043,-49.788765,0,1
25.637293,-72.94406,0,1
-41.499943,-3.0571983,0,0
-53.506916,22.685268,0,0
10.335033,-44.139717,0,1
1.7549859,-45.838776,0,1
-73.343185,13.813606,0,0
-84.53466,104.86347,0,0
-123.30294,-5.2285843,0,0
-55.027473,33.874817,0,0
-45.582626,79.917915,0,0
-46.55998,77.98546,0,0
18.084923,-84.42669,0,1
-98.479774,58.863163,0,0
-10.127053,113.25335,0,2
-82.0311,47.916515,0,0
-80.89952,71.503,0,0
-20.06009,91.45095,1,2
-54.10761,20.894,0,0
-28.618235,135.25395,0,2
-27.215229,-30.264246,0,1
6.655108,-43.537983,0,1
-30.650822,-14.324997,0,1
-53.396645,34.60893,0,0
20.436893,-83.434555,0,1
-28.618235,135.25395,0,2
-3.0036044,-106.31831,0,1
-15.304641,66.29184,1,2
-5.875831,-47.92334,0,1
-35.59252,-55.635227,0,1
-65.78762,89.6786,0,0
1.8029699,-28.174122,0,1
-26.01484,-71.49282,0,1
-27.765306,-33.067524,0,1
-26.770922,-69.01069,0,1
-59.679432,0.0458961,0,0
-75.39172,1.4259647,0,0
-49.25322,-0.4336903,0,0
29.27596,-75.564995,0,1
-113.938515,-22.311354,0,0
15.817847,-68.13102,0,1
8.259564,-109.49277,0,1
-65.78762,89.6786,0,0
-84.53466,104.86347,0,0
-47.91494,46.48582,0,0
-49.26211,58.265224,0,0
-84.53466,104.86347,0,0
-15.304641,66.29184,1,2
-27.050856,-39.51415,0,1
16.156036,-37.360657,0,1
-46.399086,98.15571,0,0
-46.399086,98.15571,0,0
-25.949574,-40.91772,0,1
-66.48373,36.335197,0,0
-98.479774,58.863163,0,0
16.99707,-90.65996,0,1
-103.37738,84.27727,0,0
-66.08019,53.7473,0,0
-65.78762,89.6786,0,0
-28.25578,-17.585657,0,1
-80.89952,71.503,0,0
-57.351025,119.94312,0,0
-30.007418,112.106346,0,2
-27.24188,-35.393932,0,1
-30.007418,112.106346,0,2
-54.93285,35.725277,0,0
-26.040766,-79.46426,0,1
-12.415168,-102.45089,0,1
34.057358,-82.35277,0,1
27.171087,-69.13221,0,1
-113.892006,40.727703,0,0
-63.50778,12.6340065,0,0
-65.78762,89.6786,0,0
3.5916734,-53.664482,0,1
5.008514,-47.09221,0,1
-50.479076,59.795998,0,0
-53.506916,22.685268,0,0
-30.007418,112.106346,0,2
-15.304641,66.29184,1,2
-84.53466,104.86347,0,0
-65.78762,89.6786,0,0
-109.24874,7.1153293,0,0
-98.479774,58.863163,0,0
5.2494755,-69.03627,0,1
-103.37738,84.27727,0,0
-46.093853,46.860783,0,0
-24.684532,-44.407158,0,1
10.167063,-68.102585,0,1
-57.351025,119.94312,0,0
0.6436249,-32.564568,0,1
-14.063141,68.72994,1,2
-67.270256,35.651043,0,0
6.5228395,-36.59434,0,1
-44.163918,-47.449192,0,1
-17.070635,-57.97846,0,1
6.9521275,-68.767525,0,1
-53.396645,34.60893,0,0
1.1567388,-28.872667,0,1
-10.127053,113.25335,0,2
-109.24874,7.1153293,0,0
-53.506916,22.685268,0,0
-109.24874,7.1153293,0,0
-21.49206,-49.402634,0,1
-57.351025,119.94312,0,0
-84.53466,104.86347,0,0
-55.112736,-37.068436,0,1
-103.37738,84.27727,0,0
-49.26211,58.265224,0,0
-123.30294,-5.2285843,0,0
